"TAXON","FAMILY","Sample","GENUS","Seqs_pr_taxon","Total_seqs","Prcnt_seqs","DATE","Condition","TAXON_NEW","MANUAL","TAXON_NEW2"
"Symphyotrichum foliaceum","Asteraceae",33,"Symphyotrichum",10,199,5.0251256281407,166,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Caltha palustris","Ranunculaceae",35,"Caltha",1498,186141,0.804766279325887,170,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Cynoglossum amplifolium","Boraginaceae",36,"Cynoglossum",1239,58361,2.12299309470365,173,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Populus alba","Salicaceae",36,"Populus",1127,58361,1.93108411439146,173,"B","Populus angustifolia",TRUE,"Salix"
"Caltha palustris","Ranunculaceae",39,"Caltha",862,97112,0.887634895790428,169,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Symphyotrichum foliaceum","Asteraceae",4,"Symphyotrichum",2886,166757,1.73066198120619,165,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Caltha palustris","Ranunculaceae",4,"Caltha",1676,166757,1.00505526004905,165,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Taraxacum officinale","Asteraceae",40,"Taraxacum",10395,711896,1.46018519559037,179,"B","Taraxacum campylodes",FALSE,"Taraxacum campylodes"
"Cynoglossum pringlei","Boraginaceae",41,"Cynoglossum",20655,470206,4.3927555156676,179,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Cynoglossum anchusoides","Boraginaceae",41,"Cynoglossum",13058,470206,2.7770806837854,179,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Cynoglossum amplifolium","Boraginaceae",41,"Cynoglossum",10738,470206,2.28367991901422,179,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Lithophragma parviflorum","Saxifragaceae",41,"Lithophragma",4938,470206,1.05017800708626,179,"B","Lithophragma glabrum",FALSE,"Lithophragma glabrum"
"Arenaria globiflora","Caryophyllaceae",42,"Arenaria",2011,64982,3.09470314856422,165,"B","Arenaria congesta",FALSE,"Arenaria congesta"
"Holodiscus argenteus","Rosaceae",42,"Holodiscus",1565,64982,2.40835923794282,165,"B","Holodiscus dumosus",FALSE,"Holodiscus dumosus"
"Taraxacum officinale","Asteraceae",43,"Taraxacum",1271,116764,1.08852043438046,171,"B","Taraxacum campylodes",FALSE,"Taraxacum campylodes"
"Cynoglossum pringlei","Boraginaceae",43,"Cynoglossum",838,116764,0.717686958309068,171,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Populus alba","Salicaceae",45,"Populus",23,96,23.9583333333333,163,"B","Populus angustifolia",TRUE,"Salix"
"Symphyotrichum foliaceum","Asteraceae",45,"Symphyotrichum",3,96,3.125,163,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Populus alba","Salicaceae",46,"Populus",697765,866711,80.5072278994959,163,"B","Populus angustifolia",TRUE,"Salix"
"Cynoglossum pringlei","Boraginaceae",46,"Cynoglossum",3661,866711,0.422401469463293,163,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Cynoglossum anchusoides","Boraginaceae",46,"Cynoglossum",2560,866711,0.295369506098342,163,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Lithophragma parviflorum","Saxifragaceae",49,"Lithophragma",452,51672,0.874748413067038,190,"B","Lithophragma glabrum",FALSE,"Lithophragma glabrum"
"Caltha palustris","Ranunculaceae",49,"Caltha",278,51672,0.538008979718223,190,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Lithophragma parviflorum","Saxifragaceae",51,"Lithophragma",556,51753,1.07433385504222,166,"B","Lithophragma glabrum",FALSE,"Lithophragma glabrum"
"Caltha palustris","Ranunculaceae",51,"Caltha",413,51753,0.798021370741793,166,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Helianthella quinquenervis","Asteraceae",51,"Helianthella",309,51753,0.597066836705119,166,"B","Helianthella parryi",FALSE,"Helianthella parryi"
"Arenaria globiflora","Caryophyllaceae",52,"Arenaria",3205,134754,2.37840806209834,163,"B","Arenaria congesta",FALSE,"Arenaria congesta"
"Holodiscus argenteus","Rosaceae",54,"Holodiscus",2652,47385,5.59670781893004,190,"B","Holodiscus dumosus",FALSE,"Holodiscus dumosus"
"Sagina procumbens","Caryophyllaceae",54,"Sagina",2356,47385,4.97203756463016,190,"B","Sagina saginoides",FALSE,"Sagina saginoides"
"Cynoglossum pringlei","Boraginaceae",55,"Cynoglossum",15251,464609,3.28254510782185,169,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Cynoglossum anchusoides","Boraginaceae",55,"Cynoglossum",9509,464609,2.04666719757904,169,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Symphyotrichum foliaceum","Asteraceae",56,"Symphyotrichum",1784,242538,0.735554840890912,169,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Nemophila menziesii","Boraginaceae",56,"Nemophila",1522,242538,0.627530531298188,169,"B","Nemophila breviflora",FALSE,"Nemophila breviflora"
"Symphyotrichum foliaceum","Asteraceae",6,"Symphyotrichum",3633,67446,5.38653144738013,173,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Caltha palustris","Ranunculaceae",6,"Caltha",720,67446,1.06752068321324,173,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Cynoglossum amplifolium","Boraginaceae",65,"Cynoglossum",3899,130796,2.98097801155999,176,"B","Cynoglossum officinale",FALSE,"Cynoglossum officinale"
"Populus alba","Salicaceae",65,"Populus",2926,130796,2.23707147007554,176,"B","Populus angustifolia",TRUE,"Salix"
"Symphyotrichum foliaceum","Asteraceae",9,"Symphyotrichum",902,81491,1.10687069737762,176,"B","Symphyotrichum eatonii",FALSE,"Symphyotrichum eatonii"
"Caltha palustris","Ranunculaceae",9,"Caltha",699,81491,0.857763433998846,176,"B","Caltha leptosepala",FALSE,"Caltha leptosepala"
"Minuartia recurva","Caryophyllaceae",54,"Minuartia",1460,47385,3.08114382188456,190,"C","Minuartia",FALSE,"Minuartia"
"Epilobium canum","Onagraceae",10,"Epilobium",15211,71086,21.3980249275525,165,"C","Epilobium",FALSE,"Epilobium"
"Mertensia fusiformis","Boraginaceae",10,"Mertensia",3718,71086,5.23028444419436,165,"C","Mertensia",FALSE,"Mertensia"
"Erigeron grandiflorus","Asteraceae",10,"Erigeron",3409,71086,4.7955996961427,165,"C","Erigeron",FALSE,"Erigeron"
"Cirsium parryi","Asteraceae",10,"Cirsium",2435,71086,3.42542835438764,165,"C","Cirsium",FALSE,"Cirsium"
"Epilobium canum","Onagraceae",12,"Epilobium",22587,59478,37.9753858569555,186,"C","Epilobium",FALSE,"Epilobium"
"Hydrophyllum canadense","Hydrophyllaceae",12,"Hydrophyllum",2633,59478,4.4268469013753,186,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Erigeron ecuadoriensis","Asteraceae",12,"Erigeron",1207,59478,2.02932176603114,186,"C","Erigeron",FALSE,"Erigeron"
"Erigeron grandiflorus","Asteraceae",12,"Erigeron",1108,59478,1.86287366757457,186,"C","Erigeron",FALSE,"Erigeron"
"Hydrophyllum canadense","Hydrophyllaceae",14,"Hydrophyllum",36631,69233,52.9097395750581,165,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Mertensia fusiformis","Boraginaceae",14,"Mertensia",1469,69233,2.12182051911661,165,"C","Mertensia",FALSE,"Mertensia"
"Epilobium canum","Onagraceae",15,"Epilobium",27027,74768,36.1478172480205,165,"C","Epilobium",FALSE,"Epilobium"
"Cirsium parryi","Asteraceae",15,"Cirsium",1628,74768,2.17740209715386,165,"C","Cirsium",FALSE,"Cirsium"
"Lupinus argenteus","Fabaceae",17,"Lupinus",182233,484682,37.5984666234768,154,"C","Lupinus",FALSE,"Lupinus"
"Erigeron grandiflorus","Asteraceae",17,"Erigeron",3194,484682,0.658988780272426,154,"C","Erigeron",FALSE,"Erigeron"
"Hydrophyllum canadense","Hydrophyllaceae",17,"Hydrophyllum",2951,484682,0.608852814835294,154,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Mertensia fusiformis","Boraginaceae",17,"Mertensia",1706,484682,0.351983362287025,154,"C","Mertensia",FALSE,"Mertensia"
"Astragalus pelecinus","Fabaceae",17,"Astragalus",1477,484682,0.304735888685778,154,"C","Astragalus",FALSE,"Astragalus"
"Mertensia fusiformis","Boraginaceae",18,"Mertensia",100038,595570,16.7970179827728,166,"C","Mertensia",FALSE,"Mertensia"
"Vaccinium vitis-idaea","Ericaceae",18,"Vaccinium",89055,595570,14.9529022616989,166,"C","Vaccinium",FALSE,"Vaccinium"
"Hydrophyllum canadense","Hydrophyllaceae",18,"Hydrophyllum",7405,595570,1.24334670987457,166,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Hydrophyllum canadense","Hydrophyllaceae",19,"Hydrophyllum",100294,154482,64.9227741743375,169,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Epilobium canum","Onagraceae",19,"Epilobium",3918,154482,2.5362178117839,169,"C","Epilobium",FALSE,"Epilobium"
"Mertensia fusiformis","Boraginaceae",20,"Mertensia",15244,49733,30.6516799710454,165,"C","Mertensia",FALSE,"Mertensia"
"Erigeron grandiflorus","Asteraceae",20,"Erigeron",1379,49733,2.77280678824925,165,"C","Erigeron",FALSE,"Erigeron"
"Geum ternatum","Rosaceae",20,"Geum",821,49733,1.65081535399031,165,"C","Geum",FALSE,"Geum"
"Hydrophyllum canadense","Hydrophyllaceae",20,"Hydrophyllum",703,49733,1.41354834817928,165,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Hydrophyllum canadense","Hydrophyllaceae",21,"Hydrophyllum",4240,28613,14.8184391710062,165,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Erigeron grandiflorus","Asteraceae",21,"Erigeron",300,28613,1.04847446964666,165,"C","Erigeron",FALSE,"Erigeron"
"Geum ternatum","Rosaceae",21,"Geum",298,28613,1.04148463984902,165,"C","Geum",FALSE,"Geum"
"Mertensia fusiformis","Boraginaceae",21,"Mertensia",290,28613,1.01352532065844,165,"C","Mertensia",FALSE,"Mertensia"
"Delphinium barbeyi","Ranunculaceae",23,"Delphinium",38910,66778,58.2676929527689,165,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",23,"Delphinium",6116,66778,9.15870496271227,165,"C","Delphinium",FALSE,"Delphinium"
"Viola odorata","Violaceae",23,"Viola",3795,66778,5.68300937434484,165,"C","Viola",FALSE,"Viola"
"Trollius europaeus","Ranunculaceae",23,"Trollius",552,66778,0.82661954535925,165,"C","Trollius",FALSE,"Trollius"
"Potentilla pulcherrima","Rosaceae",23,"Potentilla",498,66778,0.745754589834976,165,"C","Potentilla",FALSE,"Potentilla"
"Aquilegia ecalcarata","Ranunculaceae",23,"Aquilegia",367,66778,0.549582197729791,165,"C","Aquilegia",FALSE,"Aquilegia"
"Thalictrum tuberosum","Ranunculaceae",23,"Thalictrum",275,66778,0.41181227350325,165,"C","Thalictrum",FALSE,"Thalictrum"
"Delphinium barbeyi","Ranunculaceae",24,"Delphinium",5159,11984,43.0490654205608,163,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",24,"Delphinium",1652,11984,13.785046728972,163,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",24,"Trollius",166,11984,1.38518024032043,163,"C","Trollius",FALSE,"Trollius"
"Aquilegia ecalcarata","Ranunculaceae",24,"Aquilegia",96,11984,0.801068090787717,163,"C","Aquilegia",FALSE,"Aquilegia"
"Delphinium barbeyi","Ranunculaceae",25,"Delphinium",24321,54231,44.8470432040715,163,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",25,"Delphinium",8440,54231,15.5630543416127,163,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",25,"Trollius",947,54231,1.74623370397005,163,"C","Trollius",FALSE,"Trollius"
"Aquilegia ecalcarata","Ranunculaceae",25,"Aquilegia",411,54231,0.757869115450573,163,"C","Aquilegia",FALSE,"Aquilegia"
"Delphinium barbeyi","Ranunculaceae",26,"Delphinium",171585,388389,44.1786456362049,165,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",26,"Delphinium",52942,388389,13.6311790498701,165,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",26,"Trollius",6343,388389,1.63315644881807,165,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",26,"Thalictrum",2912,388389,0.749763767768912,165,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",26,"Aquilegia",2618,388389,0.674066464292243,165,"C","Aquilegia",FALSE,"Aquilegia"
"Thalictrum thalictroides","Ranunculaceae",26,"Thalictrum",1921,388389,0.494607210811841,165,"C","Thalictrum",FALSE,"Thalictrum"
"Delphinium barbeyi","Ranunculaceae",27,"Delphinium",25682,58087,44.2129908585398,166,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",27,"Delphinium",7556,58087,13.0080740957529,166,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",27,"Trollius",1288,58087,2.21736360975778,166,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",27,"Thalictrum",540,58087,0.929640022724534,166,"C","Thalictrum",FALSE,"Thalictrum"
"Delphinium barbeyi","Ranunculaceae",28,"Delphinium",33218,71828,46.2465890738988,166,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",28,"Delphinium",10354,71828,14.4149913682686,166,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",28,"Trollius",939,71828,1.30728963635351,166,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",28,"Thalictrum",604,71828,0.840897700061257,166,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",28,"Aquilegia",379,71828,0.527649384641087,166,"C","Aquilegia",FALSE,"Aquilegia"
"Thalictrum thalictroides","Ranunculaceae",28,"Thalictrum",338,71828,0.470568580497856,166,"C","Thalictrum",FALSE,"Thalictrum"
"Delphinium barbeyi","Ranunculaceae",29,"Delphinium",35781,202110,17.703725693929,166,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",29,"Delphinium",7561,202110,3.74103211122656,166,"C","Delphinium",FALSE,"Delphinium"
"Phlox douglasii","Polemoniaceae",29,"Phlox",2701,202110,1.33640096976894,166,"C","Phlox",FALSE,"Phlox"
"Epilobium canum","Onagraceae",3,"Epilobium",4359,16943,25.7274390603789,172,"C","Epilobium",FALSE,"Epilobium"
"Delphinium gracile","Ranunculaceae",3,"Delphinium",1059,16943,6.25036888390486,172,"C","Delphinium",FALSE,"Delphinium"
"Cirsium parryi","Asteraceae",3,"Cirsium",156,16943,0.920734226524228,172,"C","Cirsium",FALSE,"Cirsium"
"Mertensia fusiformis","Boraginaceae",30,"Mertensia",75167,283698,26.495428237069,155,"C","Mertensia",FALSE,"Mertensia"
"Lupinus argenteus","Fabaceae",30,"Lupinus",60731,283698,21.4069186247348,155,"C","Lupinus",FALSE,"Lupinus"
"Delphinium barbeyi","Ranunculaceae",30,"Delphinium",29197,283698,10.2915776635718,155,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",30,"Delphinium",9348,283698,3.2950531903644,155,"C","Delphinium",FALSE,"Delphinium"
"Erigeron grandiflorus","Asteraceae",30,"Erigeron",7109,283698,2.50583366819646,155,"C","Erigeron",FALSE,"Erigeron"
"Viola odorata","Violaceae",31,"Viola",587,12850,4.56809338521401,201,"C","Viola",FALSE,"Viola"
"Delphinium nuttallianum","Ranunculaceae",31,"Delphinium",361,12850,2.80933852140078,201,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",31,"Delphinium",139,12850,1.08171206225681,201,"C","Delphinium",FALSE,"Delphinium"
"Delphinium barbeyi","Ranunculaceae",32,"Delphinium",60568,134997,44.8661822114566,170,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",32,"Delphinium",18758,134997,13.8951235953392,170,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",32,"Trollius",1902,134997,1.40892019822663,170,"C","Trollius",FALSE,"Trollius"
"Hydrophyllum canadense","Hydrophyllaceae",32,"Hydrophyllum",1498,134997,1.10965428861382,170,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Thalictrum tuberosum","Ranunculaceae",32,"Thalictrum",1010,134997,0.748164774032016,170,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",32,"Aquilegia",711,134997,0.526678370630459,170,"C","Aquilegia",FALSE,"Aquilegia"
"Delphinium barbeyi","Ranunculaceae",33,"Delphinium",46,199,23.1155778894472,166,"C","Delphinium",FALSE,"Delphinium"
"Thalictrum tuberosum","Ranunculaceae",33,"Thalictrum",16,199,8.04020100502512,166,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",33,"Aquilegia",5,199,2.51256281407035,166,"C","Aquilegia",FALSE,"Aquilegia"
"Hydrophyllum canadense","Hydrophyllaceae",33,"Hydrophyllum",4,199,2.01005025125628,166,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Delphinium barbeyi","Ranunculaceae",35,"Delphinium",85758,186141,46.0715264235177,170,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",35,"Delphinium",22507,186141,12.0913715946514,170,"C","Delphinium",FALSE,"Delphinium"
"Viola odorata","Violaceae",35,"Viola",2980,186141,1.60093692415964,170,"C","Viola",FALSE,"Viola"
"Trollius europaeus","Ranunculaceae",35,"Trollius",2376,186141,1.27645172208165,170,"C","Trollius",FALSE,"Trollius"
"Mertensia fusiformis","Boraginaceae",35,"Mertensia",1385,186141,0.744059610725203,170,"C","Mertensia",FALSE,"Mertensia"
"Aquilegia ecalcarata","Ranunculaceae",35,"Aquilegia",1169,186141,0.628018545081417,170,"C","Aquilegia",FALSE,"Aquilegia"
"Erigeron grandiflorus","Asteraceae",36,"Erigeron",1316,58361,2.25493051866829,173,"C","Erigeron",FALSE,"Erigeron"
"Delphinium barbeyi","Ranunculaceae",39,"Delphinium",43268,97112,44.5547409177033,169,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",39,"Delphinium",12847,97112,13.2290551116237,169,"C","Delphinium",FALSE,"Delphinium"
"Hydrophyllum canadense","Hydrophyllaceae",39,"Hydrophyllum",1537,97112,1.58270862509268,169,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Trollius europaeus","Ranunculaceae",39,"Trollius",1452,97112,1.4951808221435,169,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",39,"Thalictrum",783,97112,0.806285525990609,169,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",39,"Aquilegia",697,97112,0.717727984183211,169,"C","Aquilegia",FALSE,"Aquilegia"
"Delphinium barbeyi","Ranunculaceae",4,"Delphinium",72428,166757,43.433259173528,165,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",4,"Delphinium",24639,166757,14.7753917376782,165,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",4,"Trollius",2473,166757,1.4829962160509,165,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",4,"Thalictrum",1316,166757,0.789172268630402,165,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",4,"Aquilegia",1118,166757,0.670436623350144,165,"C","Aquilegia",FALSE,"Aquilegia"
"Thalictrum thalictroides","Ranunculaceae",4,"Thalictrum",950,166757,0.569691227354774,165,"C","Thalictrum",FALSE,"Thalictrum"
"Viola odorata","Violaceae",4,"Viola",767,166757,0.459950706716959,165,"C","Viola",FALSE,"Viola"
"Aquilegia ecalcarata","Ranunculaceae",40,"Aquilegia",355254,711896,49.9025138503377,179,"C","Aquilegia",FALSE,"Aquilegia"
"Hydrophyllum canadense","Hydrophyllaceae",40,"Hydrophyllum",81887,711896,11.5026633103712,179,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Thalictrum tuberosum","Ranunculaceae",40,"Thalictrum",6261,711896,0.879482396305078,179,"C","Thalictrum",FALSE,"Thalictrum"
"Viola odorata","Violaceae",40,"Viola",5847,711896,0.821327834402778,179,"C","Viola",FALSE,"Viola"
"Mertensia fusiformis","Boraginaceae",41,"Mertensia",150661,470206,32.0414881987895,179,"C","Mertensia",FALSE,"Mertensia"
"Erigeron grandiflorus","Asteraceae",41,"Erigeron",13861,470206,2.9478568967644,179,"C","Erigeron",FALSE,"Erigeron"
"Hydrophyllum canadense","Hydrophyllaceae",41,"Hydrophyllum",8946,470206,1.90257036277717,179,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Viola odorata","Violaceae",41,"Viola",6718,470206,1.42873549040208,179,"C","Viola",FALSE,"Viola"
"Delphinium barbeyi","Ranunculaceae",42,"Delphinium",19977,64982,30.7423594226093,165,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",42,"Delphinium",4772,64982,7.34357206611062,165,"C","Delphinium",FALSE,"Delphinium"
"Mertensia fusiformis","Boraginaceae",42,"Mertensia",1923,64982,2.95928103167031,165,"C","Mertensia",FALSE,"Mertensia"
"Mertensia fusiformis","Boraginaceae",43,"Mertensia",25696,116764,22.0067829125415,171,"C","Mertensia",FALSE,"Mertensia"
"Erigeron grandiflorus","Asteraceae",43,"Erigeron",3765,116764,3.22445274228358,171,"C","Erigeron",FALSE,"Erigeron"
"Epilobium canum","Onagraceae",43,"Epilobium",2953,116764,2.52903292110582,171,"C","Epilobium",FALSE,"Epilobium"
"Hydrophyllum canadense","Hydrophyllaceae",43,"Hydrophyllum",2346,116764,2.00918091192491,171,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Mertensia fusiformis","Boraginaceae",44,"Mertensia",26769,217810,12.2900693264772,181,"C","Mertensia",FALSE,"Mertensia"
"Delphinium gracile","Ranunculaceae",44,"Delphinium",12683,217810,5.8229649694688,181,"C","Delphinium",FALSE,"Delphinium"
"Epilobium canum","Onagraceae",44,"Epilobium",6420,217810,2.94752307056609,181,"C","Epilobium",FALSE,"Epilobium"
"Erigeron grandiflorus","Asteraceae",44,"Erigeron",4119,217810,1.8910977457417,181,"C","Erigeron",FALSE,"Erigeron"
"Trollius europaeus","Ranunculaceae",44,"Trollius",1432,217810,0.657453744088885,181,"C","Trollius",FALSE,"Trollius"
"Lupinus argenteus","Fabaceae",45,"Lupinus",8,96,8.33333333333333,163,"C","Lupinus",FALSE,"Lupinus"
"Erigeron grandiflorus","Asteraceae",45,"Erigeron",7,96,7.29166666666667,163,"C","Erigeron",FALSE,"Erigeron"
"Mertensia fusiformis","Boraginaceae",45,"Mertensia",3,96,3.125,163,"C","Mertensia",FALSE,"Mertensia"
"Mertensia fusiformis","Boraginaceae",46,"Mertensia",49499,866711,5.71113093061009,163,"C","Mertensia",FALSE,"Mertensia"
"Lupinus argenteus","Fabaceae",46,"Lupinus",20826,866711,2.40287708359534,163,"C","Lupinus",FALSE,"Lupinus"
"Hydrophyllum canadense","Hydrophyllaceae",46,"Hydrophyllum",12889,866711,1.48711623597716,163,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Erigeron grandiflorus","Asteraceae",46,"Erigeron",3815,866711,0.440169791314521,163,"C","Erigeron",FALSE,"Erigeron"
"Delphinium gracile","Ranunculaceae",49,"Delphinium",4484,51672,8.67781390308097,190,"C","Delphinium",FALSE,"Delphinium"
"Viola odorata","Violaceae",49,"Viola",3938,51672,7.62114878464159,190,"C","Viola",FALSE,"Viola"
"Arenaria globiflora","Caryophyllaceae",49,"Arenaria",432,51672,0.836042731072921,190,"C","Arenaria",FALSE,"Arenaria"
"Trollius europaeus","Ranunculaceae",49,"Trollius",384,51672,0.743149094287041,190,"C","Trollius",FALSE,"Trollius"
"Aquilegia ecalcarata","Ranunculaceae",49,"Aquilegia",194,51672,0.375445115342932,190,"C","Aquilegia",FALSE,"Aquilegia"
"Delphinium barbeyi","Ranunculaceae",51,"Delphinium",25209,51753,48.7102196974088,166,"C","Delphinium",FALSE,"Delphinium"
"Delphinium gracile","Ranunculaceae",51,"Delphinium",5578,51753,10.7781191428516,166,"C","Delphinium",FALSE,"Delphinium"
"Viola odorata","Violaceae",51,"Viola",3341,51753,6.45566440592816,166,"C","Viola",FALSE,"Viola"
"Trollius europaeus","Ranunculaceae",51,"Trollius",453,51753,0.875311576140514,166,"C","Trollius",FALSE,"Trollius"
"Aquilegia ecalcarata","Ranunculaceae",51,"Aquilegia",238,51753,0.459876722122389,166,"C","Aquilegia",FALSE,"Aquilegia"
"Lupinus argenteus","Fabaceae",52,"Lupinus",34207,134754,25.3847752200306,163,"C","Lupinus",FALSE,"Lupinus"
"Delphinium barbeyi","Ranunculaceae",52,"Delphinium",2890,134754,2.14464876738353,163,"C","Delphinium",FALSE,"Delphinium"
"Mertensia fusiformis","Boraginaceae",52,"Mertensia",2447,134754,1.8159015687846,163,"C","Mertensia",FALSE,"Mertensia"
"Erigeron grandiflorus","Asteraceae",52,"Erigeron",2125,134754,1.57694762307612,163,"C","Erigeron",FALSE,"Erigeron"
"Hydrophyllum canadense","Hydrophyllaceae",54,"Hydrophyllum",8623,47385,18.1977419014456,190,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Arenaria globiflora","Caryophyllaceae",54,"Arenaria",2947,47385,6.21926770074918,190,"C","Arenaria",FALSE,"Arenaria"
"Mertensia fusiformis","Boraginaceae",55,"Mertensia",168993,464609,36.3731653928357,169,"C","Mertensia",FALSE,"Mertensia"
"Delphinium barbeyi","Ranunculaceae",55,"Delphinium",38964,464609,8.3864066343958,169,"C","Delphinium",FALSE,"Delphinium"
"Hydrophyllum canadense","Hydrophyllaceae",55,"Hydrophyllum",19266,464609,4.1467126121104,169,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Delphinium gracile","Ranunculaceae",55,"Delphinium",9325,464609,2.00706400435635,169,"C","Delphinium",FALSE,"Delphinium"
"Hydrophyllum canadense","Hydrophyllaceae",56,"Hydrophyllum",87354,242538,36.0166241990946,169,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Erigeron grandiflorus","Asteraceae",56,"Erigeron",1669,242538,0.688139590497159,169,"C","Erigeron",FALSE,"Erigeron"
"Delphinium gracile","Ranunculaceae",6,"Delphinium",8231,67446,12.2038371437891,173,"C","Delphinium",FALSE,"Delphinium"
"Trollius europaeus","Ranunculaceae",6,"Trollius",751,67446,1.11348337929603,173,"C","Trollius",FALSE,"Trollius"
"Thalictrum tuberosum","Ranunculaceae",6,"Thalictrum",452,67446,0.670165762239421,173,"C","Thalictrum",FALSE,"Thalictrum"
"Aquilegia ecalcarata","Ranunculaceae",6,"Aquilegia",441,67446,0.653856418468108,173,"C","Aquilegia",FALSE,"Aquilegia"
"Hydrophyllum canadense","Hydrophyllaceae",60,"Hydrophyllum",52263,209505,24.9459440108828,180,"C","Hydrophyllum",FALSE,"Hydrophyllum"
"Aquilegia ecalcarata","Ranunculaceae",60,"Aquilegia",2031,209505,0.969427937280733,180,"C","Aquilegia",FALSE,"Aquilegia"
