"event","metric","DOY","taxon","sample_size","frst_hrb","lst_hrb","est_duration"
"estimate","ninety",219,"Prunella vulgaris",10,168,221,70
"estimate","end",225,"Prunella vulgaris",10,168,221,70
"low_ci","onset",138,"Prunella vulgaris",10,168,221,70
"low_ci","tenth",167,"Prunella vulgaris",10,168,221,70
"low_ci","fifty",196,"Prunella vulgaris",10,168,221,70
"low_ci","ninety",209,"Prunella vulgaris",10,168,221,70
"low_ci","end",215,"Prunella vulgaris",10,168,221,70
"high_ci","onset",182,"Prunella vulgaris",10,168,221,70
"high_ci","tenth",194,"Prunella vulgaris",10,168,221,70
"high_ci","fifty",210,"Prunella vulgaris",10,168,221,70
"high_ci","ninety",223,"Prunella vulgaris",10,168,221,70
"high_ci","end",234,"Prunella vulgaris",10,168,221,70
"estimate","onset",120,"Pseudostellaria jamesiana",23,153,204,91
"estimate","tenth",152,"Pseudostellaria jamesiana",23,153,204,91
"estimate","fifty",180,"Pseudostellaria jamesiana",23,153,204,91
"estimate","ninety",197,"Pseudostellaria jamesiana",23,153,204,91
"estimate","end",211,"Pseudostellaria jamesiana",23,153,204,91
"low_ci","onset",114,"Pseudostellaria jamesiana",23,153,204,91
"low_ci","tenth",143,"Pseudostellaria jamesiana",23,153,204,91
"low_ci","fifty",171,"Pseudostellaria jamesiana",23,153,204,91
"low_ci","ninety",188,"Pseudostellaria jamesiana",23,153,204,91
"low_ci","end",197,"Pseudostellaria jamesiana",23,153,204,91
"high_ci","onset",135,"Pseudostellaria jamesiana",23,153,204,91
"high_ci","tenth",159,"Pseudostellaria jamesiana",23,153,204,91
"high_ci","fifty",183,"Pseudostellaria jamesiana",23,153,204,91
"high_ci","ninety",202,"Pseudostellaria jamesiana",23,153,204,91
"high_ci","end",215,"Pseudostellaria jamesiana",23,153,204,91
"estimate","onset",111,"Purshia tridentata",11,158,228,124
"estimate","tenth",150,"Purshia tridentata",11,158,228,124
"estimate","fifty",182,"Purshia tridentata",11,158,228,124
"estimate","ninety",214,"Purshia tridentata",11,158,228,124
"estimate","end",235,"Purshia tridentata",11,158,228,124
"low_ci","onset",96,"Purshia tridentata",11,158,228,124
"low_ci","tenth",138,"Purshia tridentata",11,158,228,124
"low_ci","fifty",176,"Purshia tridentata",11,158,228,124
"low_ci","ninety",194,"Purshia tridentata",11,158,228,124
"low_ci","end",202,"Purshia tridentata",11,158,228,124
"high_ci","onset",145,"Purshia tridentata",11,158,228,124
"high_ci","tenth",169,"Purshia tridentata",11,158,228,124
"high_ci","fifty",195,"Purshia tridentata",11,158,228,124
"high_ci","ninety",228,"Purshia tridentata",11,158,228,124
"high_ci","end",248,"Purshia tridentata",11,158,228,124
"estimate","onset",141,"Pyrola chlorantha",12,174,240,108
"estimate","tenth",177,"Pyrola chlorantha",12,174,240,108
"estimate","fifty",209,"Pyrola chlorantha",12,174,240,108
"estimate","ninety",233,"Pyrola chlorantha",12,174,240,108
"estimate","end",249,"Pyrola chlorantha",12,174,240,108
"low_ci","onset",123,"Pyrola chlorantha",12,174,240,108
"low_ci","tenth",162,"Pyrola chlorantha",12,174,240,108
"low_ci","fifty",199,"Pyrola chlorantha",12,174,240,108
"low_ci","ninety",217,"Pyrola chlorantha",12,174,240,108
"low_ci","end",224,"Pyrola chlorantha",12,174,240,108
"high_ci","onset",166,"Pyrola chlorantha",12,174,240,108
"high_ci","tenth",190,"Pyrola chlorantha",12,174,240,108
"high_ci","fifty",221,"Pyrola chlorantha",12,174,240,108
"high_ci","ninety",242,"Pyrola chlorantha",12,174,240,108
"high_ci","end",260,"Pyrola chlorantha",12,174,240,108
"estimate","onset",120,"Quercus gambelii",24,155,245,146
"estimate","tenth",169,"Quercus gambelii",24,155,245,146
"estimate","fifty",212,"Quercus gambelii",24,155,245,146
"estimate","ninety",247,"Quercus gambelii",24,155,245,146
"estimate","end",266,"Quercus gambelii",24,155,245,146
"low_ci","onset",107,"Quercus gambelii",24,155,245,146
"low_ci","tenth",151,"Quercus gambelii",24,155,245,146
"low_ci","fifty",202,"Quercus gambelii",24,155,245,146
"low_ci","ninety",236,"Quercus gambelii",24,155,245,146
"low_ci","end",256,"Quercus gambelii",24,155,245,146
"high_ci","onset",153,"Quercus gambelii",24,155,245,146
"high_ci","tenth",190,"Quercus gambelii",24,155,245,146
"high_ci","fifty",223,"Quercus gambelii",24,155,245,146
"high_ci","ninety",252,"Quercus gambelii",24,155,245,146
"high_ci","end",273,"Quercus gambelii",24,155,245,146
"estimate","onset",148,"Rorippa teres",11,182,242,105
"estimate","tenth",183,"Rorippa teres",11,182,242,105
"estimate","fifty",218,"Rorippa teres",11,182,242,105
"estimate","ninety",244,"Rorippa teres",11,182,242,105
"estimate","end",253,"Rorippa teres",11,182,242,105
"low_ci","onset",134,"Rorippa teres",11,182,242,105
"low_ci","tenth",173,"Rorippa teres",11,182,242,105
"low_ci","fifty",206,"Rorippa teres",11,182,242,105
"low_ci","ninety",228,"Rorippa teres",11,182,242,105
"low_ci","end",241,"Rorippa teres",11,182,242,105
"high_ci","onset",176,"Rorippa teres",11,182,242,105
"high_ci","tenth",201,"Rorippa teres",11,182,242,105
"high_ci","fifty",227,"Rorippa teres",11,182,242,105
"high_ci","ninety",247,"Rorippa teres",11,182,242,105
"high_ci","end",261,"Rorippa teres",11,182,242,105
"estimate","onset",167,"Rudbeckia laciniata",14,172,227,69
"estimate","tenth",193,"Rudbeckia laciniata",14,172,227,69
"estimate","fifty",212,"Rudbeckia laciniata",14,172,227,69
"estimate","ninety",226,"Rudbeckia laciniata",14,172,227,69
"estimate","end",236,"Rudbeckia laciniata",14,172,227,69
"low_ci","onset",143,"Rudbeckia laciniata",14,172,227,69
"low_ci","tenth",175,"Rudbeckia laciniata",14,172,227,69
"low_ci","fifty",204,"Rudbeckia laciniata",14,172,227,69
"low_ci","ninety",222,"Rudbeckia laciniata",14,172,227,69
"low_ci","end",227,"Rudbeckia laciniata",14,172,227,69
"high_ci","onset",194,"Rudbeckia laciniata",14,172,227,69
"high_ci","tenth",204,"Rudbeckia laciniata",14,172,227,69
"high_ci","fifty",218,"Rudbeckia laciniata",14,172,227,69
"high_ci","ninety",229,"Rudbeckia laciniata",14,172,227,69
"high_ci","end",243,"Rudbeckia laciniata",14,172,227,69
"estimate","onset",150,"Rumex triangulivalvis",12,170,239,107
"estimate","tenth",181,"Rumex triangulivalvis",12,170,239,107
"estimate","fifty",215,"Rumex triangulivalvis",12,170,239,107
"estimate","ninety",242,"Rumex triangulivalvis",12,170,239,107
"estimate","end",257,"Rumex triangulivalvis",12,170,239,107
"low_ci","onset",122,"Rumex triangulivalvis",12,170,239,107
"low_ci","tenth",161,"Rumex triangulivalvis",12,170,239,107
"low_ci","fifty",202,"Rumex triangulivalvis",12,170,239,107
"low_ci","ninety",233,"Rumex triangulivalvis",12,170,239,107
"low_ci","end",246,"Rumex triangulivalvis",12,170,239,107
"high_ci","onset",187,"Rumex triangulivalvis",12,170,239,107
"high_ci","tenth",209,"Rumex triangulivalvis",12,170,239,107
"high_ci","fifty",228,"Rumex triangulivalvis",12,170,239,107
"high_ci","ninety",246,"Rumex triangulivalvis",12,170,239,107
"high_ci","end",264,"Rumex triangulivalvis",12,170,239,107
"estimate","onset",103,"Salix exigua",18,164,256,150
"estimate","tenth",141,"Salix exigua",18,164,256,150
"estimate","fifty",189,"Salix exigua",18,164,256,150
"estimate","ninety",226,"Salix exigua",18,164,256,150
"estimate","end",253,"Salix exigua",18,164,256,150
"low_ci","onset",90,"Salix exigua",18,164,256,150
"low_ci","tenth",136,"Salix exigua",18,164,256,150
"low_ci","fifty",182,"Salix exigua",18,164,256,150
"low_ci","ninety",201,"Salix exigua",18,164,256,150
"low_ci","end",221,"Salix exigua",18,164,256,150
"high_ci","onset",133,"Salix exigua",18,164,256,150
"high_ci","tenth",162,"Salix exigua",18,164,256,150
"high_ci","fifty",203,"Salix exigua",18,164,256,150
"high_ci","ninety",245,"Salix exigua",18,164,256,150
"high_ci","end",273,"Salix exigua",18,164,256,150
"estimate","onset",134,"Salix lasiandra",11,154,201,68
"estimate","tenth",151,"Salix lasiandra",11,154,201,68
"estimate","fifty",175,"Salix lasiandra",11,154,201,68
"estimate","ninety",194,"Salix lasiandra",11,154,201,68
"estimate","end",202,"Salix lasiandra",11,154,201,68
"low_ci","onset",118,"Salix lasiandra",11,154,201,68
"low_ci","tenth",145,"Salix lasiandra",11,154,201,68
"low_ci","fifty",171,"Salix lasiandra",11,154,201,68
"low_ci","ninety",182,"Salix lasiandra",11,154,201,68
"low_ci","end",187,"Salix lasiandra",11,154,201,68
"high_ci","onset",157,"Salix lasiandra",11,154,201,68
"high_ci","tenth",168,"Salix lasiandra",11,154,201,68
"high_ci","fifty",183,"Salix lasiandra",11,154,201,68
"high_ci","ninety",201,"Salix lasiandra",11,154,201,68
"high_ci","end",213,"Salix lasiandra",11,154,201,68
"estimate","onset",110,"Salix scouleriana",13,162,226,126
"estimate","tenth",154,"Salix scouleriana",13,162,226,126
"estimate","fifty",194,"Salix scouleriana",13,162,226,126
"estimate","ninety",222,"Salix scouleriana",13,162,226,126
"estimate","end",236,"Salix scouleriana",13,162,226,126
"low_ci","onset",103,"Salix scouleriana",13,162,226,126
"low_ci","tenth",141,"Salix scouleriana",13,162,226,126
"low_ci","fifty",178,"Salix scouleriana",13,162,226,126
"low_ci","ninety",204,"Salix scouleriana",13,162,226,126
"low_ci","end",219,"Salix scouleriana",13,162,226,126
"high_ci","onset",135,"Salix scouleriana",13,162,226,126
"high_ci","tenth",168,"Salix scouleriana",13,162,226,126
"high_ci","fifty",201,"Salix scouleriana",13,162,226,126
"high_ci","ninety",228,"Salix scouleriana",13,162,226,126
"high_ci","end",245,"Salix scouleriana",13,162,226,126
"estimate","onset",106,"Sambucus racemosa",12,161,232,136
"estimate","tenth",148,"Sambucus racemosa",12,161,232,136
"estimate","fifty",193,"Sambucus racemosa",12,161,232,136
"estimate","ninety",226,"Sambucus racemosa",12,161,232,136
"estimate","end",242,"Sambucus racemosa",12,161,232,136
"low_ci","onset",97,"Sambucus racemosa",12,161,232,136
"low_ci","tenth",140,"Sambucus racemosa",12,161,232,136
"low_ci","fifty",179,"Sambucus racemosa",12,161,232,136
"low_ci","ninety",201,"Sambucus racemosa",12,161,232,136
"low_ci","end",204,"Sambucus racemosa",12,161,232,136
"high_ci","onset",131,"Sambucus racemosa",12,161,232,136
"high_ci","tenth",167,"Sambucus racemosa",12,161,232,136
"high_ci","fifty",204,"Sambucus racemosa",12,161,232,136
"high_ci","ninety",234,"Sambucus racemosa",12,161,232,136
"high_ci","end",256,"Sambucus racemosa",12,161,232,136
"estimate","onset",173,"Sidalcea candida",16,197,235,64
"estimate","tenth",199,"Sidalcea candida",16,197,235,64
"estimate","fifty",216,"Sidalcea candida",16,197,235,64
"estimate","ninety",230,"Sidalcea candida",16,197,235,64
"estimate","end",237,"Sidalcea candida",16,197,235,64
"low_ci","onset",164,"Sidalcea candida",16,197,235,64
"low_ci","tenth",190,"Sidalcea candida",16,197,235,64
"low_ci","fifty",210,"Sidalcea candida",16,197,235,64
"low_ci","ninety",222,"Sidalcea candida",16,197,235,64
"low_ci","end",230,"Sidalcea candida",16,197,235,64
"high_ci","onset",187,"Sidalcea candida",16,197,235,64
"high_ci","tenth",204,"Sidalcea candida",16,197,235,64
"high_ci","fifty",221,"Sidalcea candida",16,197,235,64
"high_ci","ninety",234,"Sidalcea candida",16,197,235,64
"high_ci","end",242,"Sidalcea candida",16,197,235,64
"estimate","onset",156,"Sidalcea neomexicana",10,172,210,57
"estimate","tenth",179,"Sidalcea neomexicana",10,172,210,57
"estimate","fifty",196,"Sidalcea neomexicana",10,172,210,57
"estimate","ninety",207,"Sidalcea neomexicana",10,172,210,57
"estimate","end",213,"Sidalcea neomexicana",10,172,210,57
"low_ci","onset",146,"Sidalcea neomexicana",10,172,210,57
"low_ci","tenth",168,"Sidalcea neomexicana",10,172,210,57
"low_ci","fifty",190,"Sidalcea neomexicana",10,172,210,57
"low_ci","ninety",200,"Sidalcea neomexicana",10,172,210,57
"low_ci","end",204,"Sidalcea neomexicana",10,172,210,57
"high_ci","onset",176,"Sidalcea neomexicana",10,172,210,57
"high_ci","tenth",189,"Sidalcea neomexicana",10,172,210,57
"high_ci","fifty",200,"Sidalcea neomexicana",10,172,210,57
"high_ci","ninety",211,"Sidalcea neomexicana",10,172,210,57
"high_ci","end",220,"Sidalcea neomexicana",10,172,210,57
"estimate","onset",138,"Silene menziesii",12,165,227,93
"estimate","tenth",169,"Silene menziesii",12,165,227,93
"estimate","fifty",197,"Silene menziesii",12,165,227,93
"estimate","ninety",218,"Silene menziesii",12,165,227,93
"estimate","end",231,"Silene menziesii",12,165,227,93
"low_ci","onset",125,"Silene menziesii",12,165,227,93
"low_ci","tenth",160,"Silene menziesii",12,165,227,93
"low_ci","fifty",189,"Silene menziesii",12,165,227,93
"low_ci","ninety",205,"Silene menziesii",12,165,227,93
"low_ci","end",211,"Silene menziesii",12,165,227,93
"high_ci","onset",169,"Silene menziesii",12,165,227,93
"high_ci","tenth",187,"Silene menziesii",12,165,227,93
"high_ci","fifty",205,"Silene menziesii",12,165,227,93
"high_ci","ninety",226,"Silene menziesii",12,165,227,93
"high_ci","end",239,"Silene menziesii",12,165,227,93
"estimate","onset",158,"Solidago canadensis",13,193,256,107
"estimate","tenth",200,"Solidago canadensis",13,193,256,107
"estimate","fifty",225,"Solidago canadensis",13,193,256,107
"estimate","ninety",252,"Solidago canadensis",13,193,256,107
"estimate","end",265,"Solidago canadensis",13,193,256,107
"low_ci","onset",148,"Solidago canadensis",13,193,256,107
"low_ci","tenth",186,"Solidago canadensis",13,193,256,107
"low_ci","fifty",219,"Solidago canadensis",13,193,256,107
"low_ci","ninety",239,"Solidago canadensis",13,193,256,107
"low_ci","end",252,"Solidago canadensis",13,193,256,107
"high_ci","onset",185,"Solidago canadensis",13,193,256,107
"high_ci","tenth",210,"Solidago canadensis",13,193,256,107
"high_ci","fifty",237,"Solidago canadensis",13,193,256,107
"high_ci","ninety",258,"Solidago canadensis",13,193,256,107
"high_ci","end",273,"Solidago canadensis",13,193,256,107
"estimate","onset",136,"Stellaria longifolia",11,174,239,122
"estimate","tenth",173,"Stellaria longifolia",11,174,239,122
"estimate","fifty",212,"Stellaria longifolia",11,174,239,122
"estimate","ninety",240,"Stellaria longifolia",11,174,239,122
"estimate","end",258,"Stellaria longifolia",11,174,239,122
"low_ci","onset",118,"Stellaria longifolia",11,174,239,122
"low_ci","tenth",158,"Stellaria longifolia",11,174,239,122
"low_ci","fifty",201,"Stellaria longifolia",11,174,239,122
"low_ci","ninety",228,"Stellaria longifolia",11,174,239,122
"low_ci","end",241,"Stellaria longifolia",11,174,239,122
"high_ci","onset",174,"Stellaria longifolia",11,174,239,122
"high_ci","tenth",199,"Stellaria longifolia",11,174,239,122
"high_ci","fifty",225,"Stellaria longifolia",11,174,239,122
"high_ci","ninety",246,"Stellaria longifolia",11,174,239,122
"high_ci","end",265,"Stellaria longifolia",11,174,239,122
"estimate","onset",120,"Tetradymia canescens",12,176,269,150
"estimate","tenth",163,"Tetradymia canescens",12,176,269,150
"estimate","fifty",208,"Tetradymia canescens",12,176,269,150
"estimate","ninety",251,"Tetradymia canescens",12,176,269,150
"estimate","end",270,"Tetradymia canescens",12,176,269,150
"low_ci","onset",103,"Tetradymia canescens",12,176,269,150
"low_ci","tenth",155,"Tetradymia canescens",12,176,269,150
"low_ci","fifty",200,"Tetradymia canescens",12,176,269,150
"low_ci","ninety",224,"Tetradymia canescens",12,176,269,150
"low_ci","end",231,"Tetradymia canescens",12,176,269,150
"high_ci","onset",159,"Tetradymia canescens",12,176,269,150
"high_ci","tenth",186,"Tetradymia canescens",12,176,269,150
"high_ci","fifty",227,"Tetradymia canescens",12,176,269,150
"high_ci","ninety",267,"Tetradymia canescens",12,176,269,150
"high_ci","end",293,"Tetradymia canescens",12,176,269,150
"estimate","onset",142,"Thermopsis montana",14,154,222,95
"estimate","tenth",177,"Thermopsis montana",14,154,222,95
"estimate","fifty",206,"Thermopsis montana",14,154,222,95
"estimate","ninety",226,"Thermopsis montana",14,154,222,95
"estimate","end",237,"Thermopsis montana",14,154,222,95
"low_ci","onset",114,"Thermopsis montana",14,154,222,95
"low_ci","tenth",156,"Thermopsis montana",14,154,222,95
"low_ci","fifty",193,"Thermopsis montana",14,154,222,95
"low_ci","ninety",218,"Thermopsis montana",14,154,222,95
"low_ci","end",230,"Thermopsis montana",14,154,222,95
"high_ci","onset",171,"Thermopsis montana",14,154,222,95
"high_ci","tenth",196,"Thermopsis montana",14,154,222,95
"high_ci","fifty",212,"Thermopsis montana",14,154,222,95
"high_ci","ninety",230,"Thermopsis montana",14,154,222,95
"high_ci","end",246,"Thermopsis montana",14,154,222,95
