"Variables","VIF"
"PCL_SE1",2.24562300477414
"PCL_SE3",1.64736482123354
"PCM_PAS",3.17918978063265
"PCM_TD",3.89626496228483
"PLC_HRB",1.36186681577804
"PLC_TRE",2.1520282616194
"PSL_BDR",2.01077533347151
"PSL_SND",1.15916661445542
"PSL_TUS",1.19613976822124
"PTP_RLV",1.32280534879555
"PTP_SLP",2.08034826208437
"PTP_WET",1.53618560092297
"PTP_ASP",1.33613542812187
"PTP_SOL",3.33811659072532
"PCL_MRA",4.80600886218758
"PSW_DIS",1.13367051116243
"PSW_OCC",1.05177065618307
