"","Sample","loci","n"
"10038","46","6488",892
"10039","46","6492",176
"10040","46","6494",50
"10041","46","6496",8
"10042","46","6498",57
"10043","46","6500",225
"10044","46","6506",206
"10045","46","6527",137
"10046","46","6532",424
"10047","46","6533",423
"10048","46","6540",127
"10049","46","6544",1024
"10050","46","6550",52
"10051","46","6552",113
"10052","46","6559",73
"10053","46","6563",112
"10054","46","6570",53
"10055","46","6572",29
"10056","46","6601",51
"10057","46","6620",362
"10058","46","6631",13
"10059","46","6636",29
"10060","46","6639",219
"10061","46","6641",99
"10062","46","6649",41
"10063","46","6652",204
"10064","46","6660",7
"10065","46","6667",40
"10066","46","6679",34
"10067","46","6685",85
"10068","46","6689",209
"10069","46","6713",24
"10070","46","6717",721
"10071","46","6732",18
"10072","46","6738",25
"10073","46","6746",268
"10074","46","6779",30
"10075","46","6780",9
"10076","46","6782",40
"10077","46","6785",54
"10078","46","6792",41
"10079","46","6797",136
"10080","46","6825",260
"10081","46","6854",5
"10082","46","6859",164
"10083","46","6860",128
"10084","46","6865",10
"10085","46","6875",40
"10086","46","6882",174
"10087","46","6883",306
"10088","46","6909",71
"10089","46","6913",167
"10090","46","6914",109
"10091","46","6924",105
"10092","46","6933",44
"10093","46","6946",1
"10094","46","6947",677
"10095","46","6954",76
"10096","46","6961",50
"10097","46","6962",133
"10098","46","6968",12
"10099","46","6977",3
"10100","46","6978",10
"10101","46","6979",184
"10102","46","6992",104
"10103","46","7021",408
"10104","46","7024",11
"10105","46","7028",221
"10106","46","7029",204
"10107","46","7067",96
"10108","46","7111",52
"10109","46","7128",41
"10110","46","7135",926
"10111","46","7141",78
"10112","46","7174",937
"10113","46","7194",45
"10114","46","7241",3
"10115","46","7273",24
"10116","46","7279",10
"10117","46","7313",141
"10118","46","7331",28
"10119","46","7333",61
"10120","46","7336",177
"10121","46","7361",155
"10122","46","7363",92
"10123","46","7371",227
"10124","46","7572",11
"10125","46","7583",90
"10126","46","7602",31
"10127","46","7628",127
"10128","49","4471",266
"10129","49","4527",410
"10130","49","4691",88
"10131","49","4724",5
"10132","49","4757",1151
"10133","49","4793",206
"10134","49","4796",14
"10135","49","4802",231
"10136","49","4806",90
"10137","49","4848",94
"10138","49","4889",167
"10139","49","4890",253
"10140","49","4893",82
"10141","49","4932",216
"10142","49","4942",169
"10143","49","4954",445
"10144","49","4989",112
"10145","49","4992",259
"10146","49","5018",21
"10147","49","5032",758
"10148","49","5038",9
"10149","49","5064",1
"10150","49","5090",11
"10151","49","5116",27
"10152","49","5123",29
"10153","49","5131",18
"10154","49","5138",319
"10155","49","5162",429
"10156","49","5163",229
"10157","49","5168",414
"10158","49","5177",810
"10159","49","5188",125
"10160","49","5200",34
"10161","49","5206",233
"10162","49","5220",8
"10163","49","5257",139
"10164","49","5264",178
"10165","49","5271",6
"10166","49","5273",39
"10167","49","5280",1287
"10168","49","5296",333
"10169","49","5299",17
"10170","49","5304",57
"10171","49","5326",248
"10172","49","5328",625
"10173","49","5333",253
"10174","49","5335",571
"10175","49","5339",654
"10176","49","5343",146
"10177","49","5354",4
"10178","49","5355",1338
"10179","49","5366",170
"10180","49","5398",672
"10181","49","5406",202
"10182","49","5421",259
"10183","49","5422",2
"10184","49","5426",513
"10185","49","5430",11
"10186","49","5434",322
"10187","49","5449",288
"10188","49","5454",824
"10189","49","5460",39
"10190","49","5464",108
"10191","49","5469",16
"10192","49","5477",141
"10193","49","5489",196
"10194","49","5502",115
"10195","49","5513",89
"10196","49","5528",158
"10197","49","5536",40
"10198","49","5551",100
"10199","49","5554",778
"10200","49","5578",508
"10201","49","5594",479
"10202","49","5596",598
"10203","49","5599",317
"10204","49","5614",416
"10205","49","5620",448
"10206","49","5634",63
"10207","49","5639",102
"10208","49","5644",21
"10209","49","5664",193
"10210","49","5670",114
"10211","49","5699",25
"10212","49","5702",184
"10213","49","5703",338
"10214","49","5716",528
"10215","49","5721",293
"10216","49","5733",26
"10217","49","5744",30
"10218","49","5770",15
"10219","49","5772",1
"10220","49","5791",59
"10221","49","5802",31
"10222","49","5815",20
"10223","49","5816",272
"10224","49","5821",201
"10225","49","5822",45
"10226","49","5840",149
"10227","49","5841",1
"10228","49","5842",101
"10229","49","5843",8
"10230","49","5849",60
"10231","49","5853",13
"10232","49","5857",706
"10233","49","5858",580
"10234","49","5859",3
"10235","49","5865",245
"10236","49","5866",1096
"10237","49","5870",52
"10238","49","5893",164
"10239","49","5899",2
"10240","49","5910",49
"10241","49","5913",400
"10242","49","5918",3
"10243","49","5919",224
"10244","49","5921",1018
"10245","49","5922",2839
"10246","49","5926",125
"10247","49","5933",43
"10248","49","5936",211
"10249","49","5940",48
"10250","49","5942",415
"10251","49","5943",472
"10252","49","5944",186
"10253","49","5945",130
"10254","49","5950",31
"10255","49","5958",175
"10256","49","5960",74
"10257","49","5968",413
"10258","49","5974",537
"10259","49","5977",42
"10260","49","5980",6
"10261","49","5981",33
"10262","49","5990",243
"10263","49","6000",104
"10264","49","6003",29
"10265","49","6004",440
"10266","49","6016",437
"10267","49","6026",40
"10268","49","6029",62
"10269","49","6034",335
"10270","49","6036",748
"10271","49","6038",170
"10272","49","6041",381
"10273","49","6050",1
"10274","49","6051",279
"10275","49","6056",45
"10276","49","6064",50
"10277","49","6068",5
"10278","49","6072",37
"10279","49","6098",168
"10280","49","6110",385
"10281","49","6119",492
"10282","49","6128",4035
"10283","49","6130",11
"10284","49","6139",302
"10285","49","6148",4
"10286","49","6164",77
"10287","49","6175",21
"10288","49","6176",640
"10289","49","6198",547
"10290","49","6221",16
"10291","49","6226",136
"10292","49","6227",8
"10293","49","6238",334
"10294","49","6258",102
"10295","49","6265",127
"10296","49","6274",9
"10297","49","6282",3
"10298","49","6284",232
"10299","49","6295",493
"10300","49","6298",49
"10301","49","6303",179
"10302","49","6318",247
"10303","49","6320",460
"10304","49","6363",160
"10305","49","6373",98
"10306","49","6378",126
"10307","49","6383",342
"10308","49","6384",135
"10309","49","6387",52
"10310","49","6389",87
"10311","49","6393",1
"10312","49","6398",385
"10313","49","6401",36
"10314","49","6404",255
"10315","49","6405",311
"10316","49","6406",120
"10317","49","6407",9
"10318","49","6420",88
"10319","49","6432",7
"10320","49","6439",70
"10321","49","6447",2230
"10322","49","6448",16
"10323","49","6450",79
"10324","49","6454",103
"10325","49","6457",44
"10326","49","6458",66
"10327","49","6459",303
"10328","49","6460",1546
"10329","49","6462",54
"10330","49","6483",93
"10331","49","6487",128
"10332","49","6488",332
"10333","49","6492",247
"10334","49","6494",179
"10335","49","6496",25
"10336","49","6498",80
"10337","49","6500",329
"10338","49","6506",183
"10339","49","6507",32
"10340","49","6527",310
"10341","49","6528",11
"10342","49","6532",306
"10343","49","6533",175
"10344","49","6538",9
"10345","49","6540",61
"10346","49","6544",1741
"10347","49","6552",75
"10348","49","6559",92
"10349","49","6563",45
"10350","49","6572",59
"10351","49","6620",126
"10352","49","6636",23
"10353","49","6639",240
"10354","49","6641",266
"10355","49","6649",50
"10356","49","6652",357
"10357","49","6667",86
"10358","49","6679",7
"10359","49","6685",111
"10360","49","6689",374
"10361","49","6713",124
"10362","49","6717",1244
"10363","49","6733",12
"10364","49","6738",7
"10365","49","6746",166
"10366","49","6779",25
"10367","49","6780",119
"10368","49","6782",60
"10369","49","6785",94
"10370","49","6791",1
"10371","49","6792",90
"10372","49","6797",254
"10373","49","6825",249
"10374","49","6854",24
"10375","49","6859",286
"10376","49","6860",54
"10377","49","6865",69
"10378","49","6875",135
"10379","49","6882",85
"10380","49","6883",262
"10381","49","6909",44
"10382","49","6913",339
"10383","49","6914",486
"10384","49","6924",196
"10385","49","6933",89
"10386","49","6947",445
"10387","49","6954",203
"10388","49","6958",2
"10389","49","6961",80
"10390","49","6962",38
"10391","49","6968",20
"10392","49","6977",1
"10393","49","6978",19
"10394","49","6979",152
"10395","49","6992",101
"10396","49","7013",2
"10397","49","7021",416
"10398","49","7024",2
"10399","49","7028",282
"10400","49","7029",133
"10401","49","7067",175
"10402","49","7111",56
"10403","49","7128",213
"10404","49","7135",1646
"10405","49","7136",7
"10406","49","7141",36
"10407","49","7174",1528
"10408","49","7194",53
"10409","49","7241",71
"10410","49","7279",57
"10411","49","7313",90
"10412","49","7324",31
"10413","49","7331",41
"10414","49","7333",64
"10415","49","7336",422
"10416","49","7361",181
"10417","49","7363",83
"10418","49","7371",290
"10419","49","7572",4
"10420","49","7577",14
"10421","49","7583",149
"10422","49","7628",197
"10423","51","4471",1274
"10424","51","4527",259
"10425","51","4691",96
"10426","51","4724",366
"10427","51","4744",69
"10428","51","4757",1159
"10429","51","4793",986
"10430","51","4796",2615
"10431","51","4802",580
"10432","51","4806",151
"10433","51","4848",681
"10434","51","4889",1541
"10435","51","4890",576
"10436","51","4893",1094
"10437","51","4932",967
"10438","51","4942",265
"10439","51","4951",110
"10440","51","4954",1742
"10441","51","4989",11579
"10442","51","4992",2211
"10443","51","5018",623
"10444","51","5032",1567
"10445","51","5034",132
"10446","51","5038",946
"10447","51","5064",6
"10448","51","5090",188
"10449","51","5104",218
"10450","51","5116",272
"10451","51","5123",347
"10452","51","5131",161
"10453","51","5138",221
"10454","51","5162",511
"10455","51","5163",430
"10456","51","5168",1008
"10457","51","5177",541
"10458","51","5188",691
"10459","51","5200",905
"10460","51","5206",409
"10461","51","5220",696
"10462","51","5257",624
"10463","51","5260",45
"10464","51","5264",131
"10465","51","5271",592
"10466","51","5273",336
"10467","51","5280",1344
"10468","51","5296",176
"10469","51","5299",293
"10470","51","5304",484
"10471","51","5318",117
"10472","51","5326",220
"10473","51","5328",1778
"10474","51","5333",317
"10475","51","5335",968
"10476","51","5339",1109
"10477","51","5343",583
"10478","51","5348",193
"10479","51","5354",29
"10480","51","5355",1152
"10481","51","5357",215
"10482","51","5366",1009
"10483","51","5398",1970
"10484","51","5404",481
"10485","51","5406",3772
"10486","51","5421",1303
"10487","51","5422",248
"10488","51","5426",2469
"10489","51","5427",433
"10490","51","5428",12
"10491","51","5430",355
"10492","51","5434",555
"10493","51","5449",527
"10494","51","5454",1363
"10495","51","5460",538
"10496","51","5463",713
"10497","51","5464",717
"10498","51","5469",310
"10499","51","5477",275
"10500","51","5489",551
"10501","51","5502",266
"10502","51","5513",29
"10503","51","5528",525
"10504","51","5531",149
"10505","51","5536",178
"10506","51","5551",232
"10507","51","5554",1263
"10508","51","5562",22
"10509","51","5578",635
"10510","51","5594",1233
"10511","51","5596",2898
"10512","51","5599",799
"10513","51","5614",1039
"10514","51","5620",285
"10515","51","5634",404
"10516","51","5639",211
"10517","51","5644",191
"10518","51","5656",63
"10519","51","5664",327
"10520","51","5670",150
"10521","51","5699",148
"10522","51","5702",1066
"10523","51","5703",368
"10524","51","5716",633
"10525","51","5721",680
"10526","51","5733",100
"10527","51","5744",39
"10528","51","5770",346
"10529","51","5772",106
"10530","51","5791",49
"10531","51","5802",162
"10532","51","5815",54
"10533","51","5816",107
"10534","51","5821",116
"10535","51","5822",59
"10536","51","5840",1565
"10537","51","5841",84
"10538","51","5842",86
"10539","51","5843",35
"10540","51","5849",295
"10541","51","5853",84
"10542","51","5857",100
"10543","51","5858",1024
"10544","51","5859",543
"10545","51","5865",1087
"10546","51","5866",1274
"10547","51","5870",712
"10548","51","5893",365
"10549","51","5894",314
"10550","51","5899",468
"10551","51","5910",461
"10552","51","5913",1191
"10553","51","5918",25
"10554","51","5919",155
"10555","51","5921",4237
"10556","51","5922",1560
"10557","51","5926",74
"10558","51","5933",420
"10559","51","5936",272
"10560","51","5940",700
"10561","51","5941",38
"10562","51","5942",803
"10563","51","5943",1117
"10564","51","5944",759
"10565","51","5945",188
"10566","51","5949",28
"10567","51","5950",1023
"10568","51","5958",174
"10569","51","5960",334
"10570","51","5968",1413
"10571","51","5974",815
"10572","51","5977",148
"10573","51","5980",107
"10574","51","5981",694
"10575","51","5990",268
"10576","51","6000",303
"10577","51","6003",170
"10578","51","6004",1497
"10579","51","6016",1251
"10580","51","6026",239
"10581","51","6029",88
"10582","51","6034",1079
"10583","51","6036",2139
"10584","51","6038",1094
"10585","51","6041",915
"10586","51","6048",1
"10587","51","6050",321
"10588","51","6051",562
"10589","51","6056",59
"10590","51","6064",68
"10591","51","6068",2
"10592","51","6072",35
"10593","51","6098",1295
"10594","51","6110",881
"10595","51","6114",194
"10596","51","6119",2220
"10597","51","6128",9563
"10598","51","6130",56
"10599","51","6139",1222
"10600","51","6164",216
"10601","51","6175",497
"10602","51","6176",2219
"10603","51","6198",923
"10604","51","6216",72
"10605","51","6221",337
"10606","51","6226",358
"10607","51","6227",95
"10608","51","6238",2227
"10609","51","6258",124
"10610","51","6265",246
"10611","51","6270",183
"10612","51","6274",7
"10613","51","6282",341
"10614","51","6284",507
"10615","51","6295",212
"10616","51","6298",504
"10617","51","6299",111
"10618","51","6303",137
"10619","51","6318",1257
"10620","51","6320",1238
"10621","51","6363",250
"10622","51","6366",112
"10623","51","6373",736
"10624","51","6376",109
"10625","51","6378",44
"10626","51","6379",10
"10627","51","6383",1250
"10628","51","6384",102
"10629","51","6387",307
"10630","51","6389",407
"10631","51","6393",512
"10632","51","6398",385
"10633","51","6401",55
"10634","51","6404",694
"10635","51","6405",448
"10636","51","6406",225
"10637","51","6407",34
"10638","51","6412",35
"10639","51","6420",501
"10640","51","6432",1
"10641","51","6439",453
"10642","51","6447",5189
"10643","51","6448",80
"10644","51","6450",288
"10645","51","6454",812
"10646","51","6457",155
"10647","51","6458",241
"10648","51","6459",599
"10649","51","6460",1064
"10650","51","6462",800
"10651","51","6483",592
"10652","51","6487",290
"10653","51","6488",366
"10654","51","6492",559
"10655","51","6494",303
"10656","51","6496",145
"10657","51","6498",20
"10658","51","6500",466
"10659","51","6506",688
"10660","51","6507",1144
"10661","51","6527",1072
"10662","51","6528",74
"10663","51","6531",1
"10664","51","6532",1522
"10665","51","6533",185
"10666","51","6538",104
"10667","51","6540",437
"10668","51","6544",4519
"10669","51","6550",21
"10670","51","6552",626
"10671","51","6559",541
"10672","51","6563",142
"10673","51","6570",16
"10674","51","6572",312
"10675","51","6601",97
"10676","51","6620",356
"10677","51","6631",58
"10678","51","6636",36
"10679","51","6639",537
"10680","51","6641",229
"10681","51","6649",6
"10682","51","6652",868
"10683","51","6660",226
"10684","51","6667",50
"10685","51","6679",240
"10686","51","6685",501
"10687","51","6689",398
"10688","51","6705",6
"10689","51","6713",167
"10690","51","6717",1082
"10691","51","6732",76
"10692","51","6733",57
"10693","51","6738",56
"10694","51","6746",227
"10695","51","6779",117
"10696","51","6780",221
"10697","51","6782",495
"10698","51","6785",658
"10699","51","6791",59
"10700","51","6792",248
"10701","51","6797",1386
"10702","51","6825",614
"10703","51","6848",87
"10704","51","6854",105
"10705","51","6859",272
"10706","51","6860",522
"10707","51","6864",134
"10708","51","6865",187
"10709","51","6875",652
"10710","51","6882",332
"10711","51","6883",488
"10712","51","6886",5
"10713","51","6909",151
"10714","51","6913",869
"10715","51","6914",65
"10716","51","6924",1351
"10717","51","6933",32
"10718","51","6946",138
"10719","51","6947",926
"10720","51","6954",541
"10721","51","6955",32
"10722","51","6958",76
"10723","51","6961",92
"10724","51","6962",162
"10725","51","6968",71
"10726","51","6969",16
"10727","51","6977",171
"10728","51","6978",845
"10729","51","6979",550
"10730","51","6992",361
"10731","51","6995",13
"10732","51","7013",29
"10733","51","7021",1121
"10734","51","7024",8
"10735","51","7028",343
"10736","51","7029",1153
"10737","51","7067",268
"10738","51","7111",280
"10739","51","7128",324
"10740","51","7135",451
"10741","51","7136",1
"10742","51","7141",81
"10743","51","7174",1364
"10744","51","7194",87
"10745","51","7241",100
"10746","51","7273",35
"10747","51","7279",18
"10748","51","7296",35
"10749","51","7313",275
"10750","51","7324",1137
"10751","51","7331",218
"10752","51","7333",1030
"10753","51","7336",233
"10754","51","7361",322
"10755","51","7363",218
"10756","51","7367",8
"10757","51","7371",446
"10758","51","7572",61
"10759","51","7577",47
"10760","51","7583",212
"10761","51","7602",225
"10762","51","7628",83
"10763","52","4471",20
"10764","52","4527",23
"10765","52","4691",1
"10766","52","4744",2
"10767","52","4757",97
"10768","52","4793",23
"10769","52","4802",39
"10770","52","4806",13
"10771","52","4848",6
"10772","52","4889",53
"10773","52","4890",8
"10774","52","4893",5
"10775","52","4932",2
"10776","52","4942",29
"10777","52","4951",1
"10778","52","4954",91
"10779","52","4989",34
"10780","52","4992",24
"10781","52","5018",20
"10782","52","5032",182
"10783","52","5090",3
"10784","52","5104",25
"10785","52","5116",19
"10786","52","5123",25
"10787","52","5131",28
"10788","52","5138",4
"10789","52","5162",65
"10790","52","5163",46
"10791","52","5168",58
"10792","52","5177",91
"10793","52","5188",136
"10794","52","5200",2
"10795","52","5206",12
"10796","52","5257",66
"10797","52","5264",69
"10798","52","5273",4
"10799","52","5280",151
"10800","52","5296",6
"10801","52","5299",3
"10802","52","5304",19
"10803","52","5318",2
"10804","52","5326",76
"10805","52","5328",203
"10806","52","5333",47
"10807","52","5335",40
"10808","52","5339",200
"10809","52","5343",40
"10810","52","5355",126
"10811","52","5357",2
"10812","52","5366",2
"10813","52","5398",88
"10814","52","5404",1
"10815","52","5406",27
"10816","52","5421",22
"10817","52","5426",207
"10818","52","5427",1
"10819","52","5430",1
"10820","52","5434",43
"10821","52","5449",168
"10822","52","5454",118
"10823","52","5460",18
"10824","52","5463",2
"10825","52","5469",14
"10826","52","5477",40
"10827","52","5489",16
"10828","52","5502",8
"10829","52","5513",6
"10830","52","5528",30
"10831","52","5536",2
"10832","52","5554",129
"10833","52","5578",141
"10834","52","5594",69
"10835","52","5596",150
"10836","52","5599",68
"10837","52","5614",92
"10838","52","5620",30
"10839","52","5634",1
"10840","52","5639",26
"10841","52","5644",7
"10842","52","5664",7
"10843","52","5670",3
"10844","52","5702",3
"10845","52","5703",90
"10846","52","5716",73
"10847","52","5721",83
"10848","52","5733",16
"10849","52","5744",3
"10850","52","5772",2
"10851","52","5791",6
"10852","52","5815",4
"10853","52","5816",930
"10854","52","5821",49
"10855","52","5822",1
"10856","52","5840",27
"10857","52","5841",1
"10858","52","5842",13
"10859","52","5849",34
"10860","52","5857",69
"10861","52","5858",87
"10862","52","5859",1
"10863","52","5865",26
"10864","52","5866",135
"10865","52","5893",24
"10866","52","5899",8
"10867","52","5910",50
"10868","52","5913",113
"10869","52","5919",7
"10870","52","5921",113
"10871","52","5922",391
"10872","52","5926",18
"10873","52","5933",28
"10874","52","5936",53
"10875","52","5941",352
"10876","52","5942",65
"10877","52","5943",12
"10878","52","5944",28
"10879","52","5945",50
"10880","52","5949",36
"10881","52","5958",17
"10882","52","5960",23
"10883","52","5968",1308
"10884","52","5974",40
"10885","52","5981",1
"10886","52","5990",4
"10887","52","6000",25
"10888","52","6003",3
"10889","52","6004",43
"10890","52","6016",116
"10891","52","6026",28
"10892","52","6029",1
"10893","52","6034",34
"10894","52","6036",24
"10895","52","6038",9
"10896","52","6041",7
"10897","52","6048",1
"10898","52","6050",4
"10899","52","6051",43
"10900","52","6064",4
"10901","52","6072",10
"10902","52","6098",21
"10903","52","6110",62
"10904","52","6119",56
"10905","52","6128",2678
"10906","52","6130",78
"10907","52","6139",36
"10908","52","6164",1
"10909","52","6175",3
"10910","52","6176",47
"10911","52","6198",117
"10912","52","6216",1
"10913","52","6226",1
"10914","52","6227",17
"10915","52","6238",9
"10916","52","6258",10
"10917","52","6265",58
"10918","52","6274",6
"10919","52","6284",49
"10920","52","6295",48
"10921","52","6298",5
"10922","52","6303",23
"10923","52","6318",35
"10924","52","6320",115
"10925","52","6363",4
"10926","52","6366",1
"10927","52","6373",6
"10928","52","6383",137
"10929","52","6384",1
"10930","52","6387",8
"10931","52","6398",158
"10932","52","6401",8
"10933","52","6404",2
"10934","52","6405",72
"10935","52","6406",26
"10936","52","6412",3
"10937","52","6420",32
"10938","52","6439",7
"10939","52","6447",322
"10940","52","6450",11
"10941","52","6454",17
"10942","52","6459",52
"10943","52","6460",133
"10944","52","6462",11
"10945","52","6483",27
"10946","52","6487",25
"10947","52","6488",5
"10948","52","6492",20
"10949","52","6494",5
"10950","52","6500",39
"10951","52","6506",39
"10952","52","6507",9
"10953","52","6527",7
"10954","52","6532",2
"10955","52","6533",41
"10956","52","6538",6
"10957","52","6544",430
"10958","52","6550",28
"10959","52","6552",7
"10960","52","6559",10
"10961","52","6563",3
"10962","52","6565",1
"10963","52","6572",4
"10964","52","6620",37
"10965","52","6636",23
"10966","52","6639",2
"10967","52","6641",52
"10968","52","6649",18
"10969","52","6652",72
"10970","52","6667",16
"10971","52","6679",3
"10972","52","6689",66
"10973","52","6713",21
"10974","52","6717",226
"10975","52","6746",37
"10976","52","6779",31
"10977","52","6780",4
"10978","52","6782",22
"10979","52","6792",6
"10980","52","6797",156
"10981","52","6825",52
"10982","52","6854",2
"10983","52","6859",21
"10984","52","6860",43
"10985","52","6864",1
"10986","52","6865",1
"10987","52","6875",10
"10988","52","6882",14
"10989","52","6883",52
"10990","52","6909",6
"10991","52","6913",23
"10992","52","6914",36
"10993","52","6924",40
"10994","52","6946",1
"10995","52","6947",84
"10996","52","6954",44
"10997","52","6978",14
"10998","52","6979",4
"10999","52","7021",70
"11000","52","7028",46
"11001","52","7029",1
"11002","52","7067",28
"11003","52","7111",54
"11004","52","7128",3
"11005","52","7135",171
"11006","52","7141",8
"11007","52","7174",176
"11008","52","7313",5
"11009","52","7324",4
"11010","52","7331",15
"11011","52","7333",146
"11012","52","7336",97
"11013","52","7361",7
"11014","52","7363",23
"11015","52","7371",68
"11016","52","7572",4
"11017","52","7577",11
"11018","52","7583",85
"11019","52","7602",48
"11020","52","7628",914
"11021","54","4471",1074
"11022","54","4527",2438
"11023","54","4691",201
"11024","54","4724",166
"11025","54","4744",259
"11026","54","4757",1282
"11027","54","4793",443
"11028","54","4796",426
"11029","54","4802",1439
"11030","54","4806",185
"11031","54","4848",2058
"11032","54","4889",546
"11033","54","4890",487
"11034","54","4893",789
"11035","54","4932",564
"11036","54","4942",742
"11037","54","4951",313
"11038","54","4954",2961
"11039","54","4989",1310
"11040","54","4992",1045
"11041","54","5018",624
"11042","54","5032",2950
"11043","54","5034",449
"11044","54","5038",455
"11045","54","5064",1
"11046","54","5090",243
"11047","54","5116",516
"11048","54","5123",290
"11049","54","5131",793
"11050","54","5138",581
"11051","54","5162",991
"11052","54","5163",1807
"11053","54","5168",404
"11054","54","5177",1343
"11055","54","5188",3613
"11056","54","5200",783
"11057","54","5206",290
"11058","54","5220",727
"11059","54","5257",209
"11060","54","5264",556
"11061","54","5271",915
"11062","54","5273",462
"11063","54","5280",1965
"11064","54","5296",377
"11065","54","5299",564
"11066","54","5304",185
"11067","54","5318",448
"11068","54","5326",2202
"11069","54","5328",2792
"11070","54","5333",708
"11071","54","5335",983
"11072","54","5339",599
"11073","54","5343",197
"11074","54","5354",47
"11075","54","5355",1987
"11076","54","5357",131
"11077","54","5366",529
"11078","54","5398",1758
"11079","54","5404",89
"11080","54","5406",1780
"11081","54","5421",723
"11082","54","5422",861
"11083","54","5426",3137
"11084","54","5427",1339
"11085","54","5428",91
"11086","54","5430",805
"11087","54","5434",213
"11088","54","5449",1762
"11089","54","5454",2510
"11090","54","5460",274
"11091","54","5463",325
"11092","54","5464",308
"11093","54","5469",32
"11094","54","5477",235
"11095","54","5489",378
"11096","54","5502",1150
"11097","54","5513",40
"11098","54","5528",981
"11099","54","5531",15
"11100","54","5536",140
"11101","54","5551",310
"11102","54","5554",3981
"11103","54","5562",99
"11104","54","5578",901
"11105","54","5594",2282
"11106","54","5596",2396
"11107","54","5599",3332
"11108","54","5614",1067
"11109","54","5620",1938
"11110","54","5634",104
"11111","54","5639",1609
"11112","54","5644",104
"11113","54","5656",48
"11114","54","5664",1281
"11115","54","5670",388
"11116","54","5699",79
"11117","54","5702",1916
"11118","54","5703",732
"11119","54","5716",776
"11120","54","5721",1751
"11121","54","5733",7
"11122","54","5744",82
"11123","54","5770",401
"11124","54","5772",126
"11125","54","5791",961
"11126","54","5802",208
"11127","54","5815",84
"11128","54","5816",654
"11129","54","5821",637
"11130","54","5822",97
"11131","54","5840",1234
"11132","54","5841",46
"11133","54","5842",744
"11134","54","5843",39
"11135","54","5849",380
"11136","54","5853",299
"11137","54","5857",680
"11138","54","5858",2749
"11139","54","5859",254
"11140","54","5865",1143
"11141","54","5866",1862
"11142","54","5870",445
"11143","54","5893",400
"11144","54","5894",15
"11145","54","5899",383
"11146","54","5910",322
"11147","54","5913",789
"11148","54","5918",59
"11149","54","5919",317
"11150","54","5921",1988
"11151","54","5922",2917
"11152","54","5926",437
"11153","54","5933",430
"11154","54","5936",600
"11155","54","5940",829
"11156","54","5941",58
"11157","54","5942",1147
"11158","54","5943",659
"11159","54","5944",478
"11160","54","5945",543
"11161","54","5949",869
"11162","54","5950",975
"11163","54","5958",499
"11164","54","5960",115
"11165","54","5968",1390
"11166","54","5974",900
"11167","54","5977",153
"11168","54","5980",45
"11169","54","5981",68
"11170","54","5990",523
"11171","54","6000",80
"11172","54","6003",255
"11173","54","6004",4081
"11174","54","6016",4310
"11175","54","6026",366
"11176","54","6029",429
"11177","54","6034",1545
"11178","54","6036",2963
"11179","54","6038",1758
"11180","54","6041",1640
"11181","54","6048",182
"11182","54","6050",201
"11183","54","6051",1025
"11184","54","6056",68
"11185","54","6064",405
"11186","54","6068",68
"11187","54","6072",328
"11188","54","6098",690
"11189","54","6110",602
"11190","54","6114",1932
"11191","54","6119",2385
"11192","54","6128",21177
"11193","54","6130",139
"11194","54","6139",2683
"11195","54","6164",68
"11196","54","6175",307
"11197","54","6176",970
"11198","54","6198",1993
"11199","54","6216",186
"11200","54","6221",94
"11201","54","6226",434
"11202","54","6227",69
"11203","54","6238",1342
"11204","54","6258",165
"11205","54","6265",569
"11206","54","6270",75
"11207","54","6274",249
"11208","54","6282",1539
"11209","54","6284",1933
"11210","54","6295",2051
"11211","54","6298",368
"11212","54","6299",228
"11213","54","6303",349
"11214","54","6318",250
"11215","54","6320",2680
"11216","54","6363",270
"11217","54","6366",49
"11218","54","6373",514
"11219","54","6376",160
"11220","54","6378",54
"11221","54","6379",60
"11222","54","6383",1727
"11223","54","6384",147
"11224","54","6387",135
"11225","54","6389",631
"11226","54","6393",192
"11227","54","6398",519
"11228","54","6401",809
"11229","54","6404",598
"11230","54","6405",451
"11231","54","6406",245
"11232","54","6412",57
"11233","54","6420",454
"11234","54","6432",245
"11235","54","6439",371
"11236","54","6447",7564
"11237","54","6448",173
"11238","54","6449",65
"11239","54","6450",765
"11240","54","6454",612
"11241","54","6457",174
"11242","54","6458",484
"11243","54","6459",233
"11244","54","6460",2428
"11245","54","6462",678
"11246","54","6483",596
"11247","54","6487",827
"11248","54","6488",656
"11249","54","6492",1262
"11250","54","6494",1785
"11251","54","6496",313
"11252","54","6498",164
"11253","54","6500",1047
"11254","54","6506",365
"11255","54","6507",424
"11256","54","6527",863
"11257","54","6528",115
"11258","54","6531",263
"11259","54","6532",2247
"11260","54","6533",1293
"11261","54","6538",39
"11262","54","6540",283
"11263","54","6544",9288
"11264","54","6550",42
"11265","54","6552",241
"11266","54","6559",1412
"11267","54","6563",1860
"11268","54","6565",1
"11269","54","6570",61
"11270","54","6572",169
"11271","54","6601",162
"11272","54","6620",568
"11273","54","6631",13
"11274","54","6636",128
"11275","54","6639",699
"11276","54","6641",301
"11277","54","6649",4
"11278","54","6652",754
"11279","54","6660",330
"11280","54","6667",728
"11281","54","6679",9
"11282","54","6685",452
"11283","54","6689",910
"11284","54","6705",9
"11285","54","6713",81
"11286","54","6717",3196
"11287","54","6732",110
"11288","54","6733",1592
"11289","54","6738",356
"11290","54","6746",486
"11291","54","6779",61
"11292","54","6780",416
"11293","54","6782",179
"11294","54","6785",35
"11295","54","6792",289
