"","Sample","loci","n"
"1","10","4471",9
"2","10","4527",395
"3","10","4691",152
"4","10","4724",61
"5","10","4744",99
"6","10","4757",351
"7","10","4793",67
"8","10","4796",268
"9","10","4802",353
"10","10","4806",114
"11","10","4848",109
"12","10","4889",78
"13","10","4890",3
"14","10","4893",275
"15","10","4932",40
"16","10","4942",102
"17","10","4951",156
"18","10","4954",224
"19","10","4989",405
"20","10","4992",126
"21","10","5018",270
"22","10","5032",328
"23","10","5034",26
"24","10","5038",71
"25","10","5104",139
"26","10","5116",234
"27","10","5123",281
"28","10","5131",111
"29","10","5138",26
"30","10","5162",343
"31","10","5163",429
"32","10","5168",6
"33","10","5177",101
"34","10","5188",836
"35","10","5200",7
"36","10","5206",233
"37","10","5220",7
"38","10","5257",210
"39","10","5260",36
"40","10","5264",128
"41","10","5271",2
"42","10","5273",367
"43","10","5280",44
"44","10","5296",2
"45","10","5299",15
"46","10","5304",3
"47","10","5318",7
"48","10","5326",76
"49","10","5328",673
"50","10","5333",76
"51","10","5335",328
"52","10","5339",470
"53","10","5343",6
"54","10","5348",457
"55","10","5355",164
"56","10","5357",2
"57","10","5366",88
"58","10","5398",345
"59","10","5404",175
"60","10","5406",423
"61","10","5421",11
"62","10","5422",100
"63","10","5426",305
"64","10","5427",284
"65","10","5428",1
"66","10","5430",22
"67","10","5434",3
"68","10","5449",196
"69","10","5454",367
"70","10","5460",415
"71","10","5463",224
"72","10","5464",199
"73","10","5469",305
"74","10","5489",479
"75","10","5502",56
"76","10","5513",14
"77","10","5528",283
"78","10","5531",1
"79","10","5536",465
"80","10","5554",678
"81","10","5562",7
"82","10","5578",9
"83","10","5594",46
"84","10","5596",245
"85","10","5599",526
"86","10","5614",625
"87","10","5620",120
"88","10","5634",26
"89","10","5639",52
"90","10","5644",34
"91","10","5656",1
"92","10","5664",615
"93","10","5670",2
"94","10","5699",164
"95","10","5702",111
"96","10","5703",2
"97","10","5716",428
"98","10","5721",59
"99","10","5733",236
"100","10","5744",46
"101","10","5770",191
"102","10","5772",65
"103","10","5791",1
"104","10","5802",1
"105","10","5815",48
"106","10","5816",1867
"107","10","5821",101
"108","10","5822",4
"109","10","5840",297
"110","10","5841",23
"111","10","5842",4
"112","10","5843",1
"113","10","5849",42
"114","10","5853",17
"115","10","5857",6
"116","10","5858",48
"117","10","5859",7
"118","10","5865",495
"119","10","5866",4
"120","10","5870",243
"121","10","5893",11
"122","10","5894",120
"123","10","5899",293
"124","10","5910",184
"125","10","5913",227
"126","10","5919",58
"127","10","5921",694
"128","10","5922",74
"129","10","5926",5
"130","10","5933",1
"131","10","5936",6
"132","10","5940",202
"133","10","5941",652
"134","10","5942",80
"135","10","5943",261
"136","10","5944",150
"137","10","5945",189
"138","10","5950",97
"139","10","5958",3
"140","10","5960",354
"141","10","5968",3752
"142","10","5974",54
"143","10","5977",227
"144","10","5980",190
"145","10","5981",6
"146","10","5990",258
"147","10","6000",162
"148","10","6003",3
"149","10","6004",6
"150","10","6016",391
"151","10","6026",73
"152","10","6029",84
"153","10","6034",41
"154","10","6036",236
"155","10","6038",329
"156","10","6041",254
"157","10","6048",1
"158","10","6050",3
"159","10","6051",127
"160","10","6056",86
"161","10","6068",3
"162","10","6098",391
"163","10","6110",695
"164","10","6114",2
"165","10","6119",194
"166","10","6128",9457
"167","10","6130",194
"168","10","6139",52
"169","10","6148",2
"170","10","6164",268
"171","10","6175",324
"172","10","6176",18
"173","10","6198",254
"174","10","6221",1
"175","10","6226",184
"176","10","6227",3
"177","10","6238",12
"178","10","6258",233
"179","10","6265",189
"180","10","6270",57
"181","10","6274",3
"182","10","6282",5
"183","10","6284",51
"184","10","6295",24
"185","10","6298",10
"186","10","6299",110
"187","10","6303",1
"188","10","6318",428
"189","10","6320",205
"190","10","6363",119
"191","10","6366",153
"192","10","6373",5
"193","10","6376",18
"194","10","6383",742
"195","10","6384",124
"196","10","6387",305
"197","10","6389",33
"198","10","6393",70
"199","10","6398",1
"200","10","6401",55
"201","10","6404",190
"202","10","6405",287
"203","10","6406",243
"204","10","6407",34
"205","10","6412",3
"206","10","6420",7
"207","10","6439",116
"208","10","6447",2255
"209","10","6448",192
"210","10","6449",78
"211","10","6450",374
"212","10","6454",15
"213","10","6457",375
"214","10","6458",266
"215","10","6459",39
"216","10","6460",5
"217","10","6462",2
"218","10","6483",543
"219","10","6487",565
"220","10","6488",79
"221","10","6492",7
"222","10","6494",50
"223","10","6496",1
"224","10","6500",75
"225","10","6506",93
"226","10","6507",136
"227","10","6527",323
"228","10","6528",29
"229","10","6532",118
"230","10","6533",125
"231","10","6538",1
"232","10","6540",45
"233","10","6544",1739
"234","10","6550",1
"235","10","6552",126
"236","10","6557",93
"237","10","6559",184
"238","10","6563",167
"239","10","6565",1
"240","10","6570",23
"241","10","6572",46
"242","10","6620",234
"243","10","6631",1
"244","10","6636",29
"245","10","6639",100
"246","10","6641",35
"247","10","6652",165
"248","10","6660",230
"249","10","6667",9
"250","10","6679",132
"251","10","6685",104
"252","10","6689",13
"253","10","6705",119
"254","10","6713",84
"255","10","6717",167
"256","10","6732",175
"257","10","6733",62
"258","10","6738",120
"259","10","6746",109
"260","10","6779",136
"261","10","6780",6
"262","10","6782",6
"263","10","6785",69
"264","10","6791",63
"265","10","6792",190
"266","10","6797",673
"267","10","6825",352
"268","10","6848",214
"269","10","6854",147
"270","10","6859",47
"271","10","6860",12
"272","10","6864",4
"273","10","6865",6
"274","10","6875",73
"275","10","6882",54
"276","10","6883",169
"277","10","6909",36
"278","10","6913",667
"279","10","6914",133
"280","10","6924",132
"281","10","6933",77
"282","10","6946",11
"283","10","6947",579
"284","10","6954",3
"285","10","6961",11
"286","10","6968",46
"287","10","6969",171
"288","10","6977",137
"289","10","6978",30
"290","10","6979",75
"291","10","6992",149
"292","10","6995",55
"293","10","7013",57
"294","10","7021",70
"295","10","7024",19
"296","10","7028",208
"297","10","7029",170
"298","10","7067",70
"299","10","7111",46
"300","10","7128",426
"301","10","7135",22
"302","10","7141",39
"303","10","7174",130
"304","10","7194",260
"305","10","7241",176
"306","10","7273",1
"307","10","7279",2
"308","10","7296",39
"309","10","7313",113
"310","10","7324",16
"311","10","7331",1
"312","10","7333",381
"313","10","7336",29
"314","10","7361",49
"315","10","7363",6
"316","10","7371",160
"317","10","7572",84
"318","10","7577",4
"319","10","7583",24
"320","10","7602",23
"321","10","7628",5891
"322","12","4471",15
"323","12","4527",129
"324","12","4691",58
"325","12","4724",123
"326","12","4744",15
"327","12","4757",69
"328","12","4793",302
"329","12","4796",21
"330","12","4802",105
"331","12","4806",98
"332","12","4848",286
"333","12","4889",51
"334","12","4890",2
"335","12","4893",91
"336","12","4932",36
"337","12","4942",53
"338","12","4951",29
"339","12","4954",118
"340","12","4989",71
"341","12","4992",881
"342","12","5018",32
"343","12","5032",1754
"344","12","5034",20
"345","12","5038",46
"346","12","5090",14
"347","12","5104",66
"348","12","5116",107
"349","12","5123",26
"350","12","5131",20
"351","12","5138",11
"352","12","5162",119
"353","12","5163",98
"354","12","5168",12
"355","12","5177",32
"356","12","5188",1425
"357","12","5206",45
"358","12","5220",2
"359","12","5257",28
"360","12","5260",16
"361","12","5264",49
"362","12","5271",6
"363","12","5273",52
"364","12","5280",1233
"365","12","5296",18
"366","12","5299",66
"367","12","5304",12
"368","12","5318",7
"369","12","5326",48
"370","12","5328",280
"371","12","5333",496
"372","12","5335",243
"373","12","5339",124
"374","12","5343",9
"375","12","5347",87
"376","12","5348",114
"377","12","5354",1
"378","12","5355",26
"379","12","5357",1
"380","12","5366",32
"381","12","5398",613
"382","12","5404",37
"383","12","5406",83
"384","12","5421",25
"385","12","5422",41
"386","12","5426",83
"387","12","5427",77
"388","12","5428",9
"389","12","5430",131
"390","12","5434",7
"391","12","5449",203
"392","12","5454",210
"393","12","5460",99
"394","12","5463",108
"395","12","5464",75
"396","12","5469",86
"397","12","5477",1
"398","12","5489",118
"399","12","5502",315
"400","12","5513",9
"401","12","5528",39
"402","12","5531",16
"403","12","5536",54
"404","12","5551",14
"405","12","5554",974
"406","12","5562",3
"407","12","5594",38
"408","12","5596",94
"409","12","5599",162
"410","12","5614",92
"411","12","5620",9
"412","12","5634",566
"413","12","5639",17
"414","12","5644",16
"415","12","5656",2
"416","12","5660",3
"417","12","5664",169
"418","12","5670",4
"419","12","5699",25
"420","12","5702",30
"421","12","5703",13
"422","12","5716",128
"423","12","5721",8
"424","12","5733",13
"425","12","5744",3
"426","12","5770",61
"427","12","5772",29
"428","12","5791",12
"429","12","5802",8
"430","12","5815",22
"431","12","5816",1627
"432","12","5821",8
"433","12","5822",8
"434","12","5840",62
"435","12","5841",20
"436","12","5842",8
"437","12","5843",22
"438","12","5849",30
"439","12","5853",43
"440","12","5857",18
"441","12","5858",66
"442","12","5859",3
"443","12","5865",67
"444","12","5866",8
"445","12","5870",41
"446","12","5893",31
"447","12","5894",39
"448","12","5899",90
"449","12","5910",61
"450","12","5913",128
"451","12","5918",2
"452","12","5919",18
"453","12","5921",193
"454","12","5922",30
"455","12","5926",10
"456","12","5933",1
"457","12","5936",14
"458","12","5940",31
"459","12","5941",674
"460","12","5942",32
"461","12","5943",113
"462","12","5944",33
"463","12","5945",76
"464","12","5949",10
"465","12","5950",30
"466","12","5958",4
"467","12","5960",50
"468","12","5968",4079
"469","12","5974",24
"470","12","5977",81
"471","12","5980",40
"472","12","5981",3
"473","12","5990",72
"474","12","6000",46
"475","12","6003",70
"476","12","6004",7
"477","12","6016",126
"478","12","6026",86
"479","12","6029",8
"480","12","6034",14
"481","12","6036",171
"482","12","6038",140
"483","12","6041",10
"484","12","6048",4
"485","12","6051",51
"486","12","6056",22
"487","12","6064",7
"488","12","6068",10
"489","12","6072",8
"490","12","6098",100
"491","12","6110",451
"492","12","6114",5
"493","12","6119",106
"494","12","6128",9298
"495","12","6130",157
"496","12","6139",31
"497","12","6148",23
"498","12","6150",3
"499","12","6164",115
"500","12","6175",58
"501","12","6176",102
"502","12","6198",153
"503","12","6216",5
"504","12","6221",2
"505","12","6226",52
"506","12","6227",19
"507","12","6238",87
"508","12","6258",49
"509","12","6265",29
"510","12","6270",45
"511","12","6274",50
"512","12","6282",7
"513","12","6284",35
"514","12","6295",9
"515","12","6298",62
"516","12","6299",10
"517","12","6303",92
"518","12","6318",89
"519","12","6320",100
"520","12","6363",105
"521","12","6366",28
"522","12","6373",16
"523","12","6376",5
"524","12","6378",11
"525","12","6379",2
"526","12","6383",248
"527","12","6384",3
"528","12","6387",114
"529","12","6389",42
"530","12","6393",62
"531","12","6401",9
"532","12","6404",72
"533","12","6405",49
"534","12","6406",21
"535","12","6407",12
"536","12","6412",7
"537","12","6420",8
"538","12","6432",3
"539","12","6439",11
"540","12","6447",923
"541","12","6448",57
"542","12","6449",7
"543","12","6450",63
"544","12","6454",15
"545","12","6457",92
"546","12","6458",21
"547","12","6459",13
"548","12","6460",434
"549","12","6462",173
"550","12","6483",54
"551","12","6487",82
"552","12","6488",18
"553","12","6492",37
"554","12","6494",40
"555","12","6498",3
"556","12","6500",32
"557","12","6506",66
"558","12","6507",30
"559","12","6526",1
"560","12","6527",429
"561","12","6528",22
"562","12","6531",2
"563","12","6532",21
"564","12","6533",53
"565","12","6538",3
"566","12","6540",13
"567","12","6544",2165
"568","12","6552",782
"569","12","6557",7
"570","12","6559",2
"571","12","6563",47
"572","12","6565",2
"573","12","6570",2
"574","12","6572",14
"575","12","6601",6
"576","12","6620",51
"577","12","6631",2
"578","12","6636",27
"579","12","6639",67
"580","12","6641",6
"581","12","6649",6
"582","12","6652",44
"583","12","6660",168
"584","12","6667",12
"585","12","6679",35
"586","12","6685",13
"587","12","6689",18
"588","12","6705",13
"589","12","6713",26
"590","12","6717",57
"591","12","6732",23
"592","12","6733",20
"593","12","6738",6
"594","12","6746",9
"595","12","6779",30
"596","12","6782",10
"597","12","6785",25
"598","12","6791",11
"599","12","6792",457
"600","12","6797",1676
"601","12","6825",76
"602","12","6848",85
"603","12","6854",52
"604","12","6859",13
"605","12","6860",23
"606","12","6864",32
"607","12","6865",3
"608","12","6875",25
"609","12","6882",35
"610","12","6883",90
"611","12","6893",2
"612","12","6909",52
"613","12","6913",92
"614","12","6914",21
"615","12","6924",693
"616","12","6933",34
"617","12","6946",12
"618","12","6947",77
"619","12","6954",2
"620","12","6955",1
"621","12","6958",1
"622","12","6961",4
"623","12","6962",3
"624","12","6968",19
"625","12","6969",2
"626","12","6977",20
"627","12","6978",13
"628","12","6979",139
"629","12","6992",82
"630","12","7013",17
"631","12","7021",13
"632","12","7024",47
"633","12","7028",66
"634","12","7029",60
"635","12","7067",29
"636","12","7128",29
"637","12","7135",11
"638","12","7136",10
"639","12","7141",31
"640","12","7174",251
"641","12","7194",85
"642","12","7241",30
"643","12","7273",1
"644","12","7279",812
"645","12","7296",14
"646","12","7313",16
"647","12","7324",15
"648","12","7325",12
"649","12","7331",2
"650","12","7333",299
"651","12","7336",11
"652","12","7361",12
"653","12","7363",5
"654","12","7367",3
"655","12","7371",41
"656","12","7572",8
"657","12","7583",2
"658","12","7602",20
"659","12","7628",12044
"660","14","4471",280
"661","14","4527",173
"662","14","4691",62
"663","14","4724",110
"664","14","4744",13
"665","14","4757",127
"666","14","4793",663
"667","14","4796",42
"668","14","4802",297
"669","14","4806",294
"670","14","4848",258
"671","14","4889",13
"672","14","4890",26
"673","14","4893",183
"674","14","4932",74
"675","14","4942",105
"676","14","4951",13
"677","14","4954",478
"678","14","4989",183
"679","14","4992",722
"680","14","5018",70
"681","14","5032",2095
"682","14","5034",52
"683","14","5038",94
"684","14","5064",25
"685","14","5090",126
"686","14","5104",44
"687","14","5116",357
"688","14","5123",44
"689","14","5131",80
"690","14","5138",155
"691","14","5162",364
"692","14","5163",107
"693","14","5168",27
"694","14","5177",135
"695","14","5188",1361
"696","14","5200",87
"697","14","5206",128
"698","14","5220",15
"699","14","5257",35
"700","14","5264",62
"701","14","5271",33
"702","14","5273",57
"703","14","5280",1085
"704","14","5296",29
"705","14","5299",99
"706","14","5304",12
"707","14","5318",135
"708","14","5326",293
"709","14","5328",594
"710","14","5333",740
"711","14","5335",1830
"712","14","5339",46
"713","14","5343",84
"714","14","5347",8
"715","14","5348",2
"716","14","5354",44
"717","14","5355",116
"718","14","5357",19
"719","14","5366",230
"720","14","5398",852
"721","14","5404",120
"722","14","5406",211
"723","14","5421",249
"724","14","5422",892
"725","14","5426",450
"726","14","5427",86
"727","14","5428",85
"728","14","5430",245
"729","14","5434",81
"730","14","5449",314
"731","14","5454",386
"732","14","5460",54
"733","14","5463",331
"734","14","5464",174
"735","14","5469",132
"736","14","5477",30
"737","14","5489",165
"738","14","5502",308
"739","14","5513",96
"740","14","5528",103
"741","14","5531",18
"742","14","5536",19
"743","14","5551",9
"744","14","5554",1154
"745","14","5562",10
"746","14","5578",3
"747","14","5594",300
"748","14","5596",345
"749","14","5599",542
"750","14","5614",396
"751","14","5620",162
"752","14","5634",405
"753","14","5639",193
"754","14","5644",266
"755","14","5660",62
"756","14","5664",167
"757","14","5670",20
"758","14","5699",41
"759","14","5702",142
"760","14","5703",97
"761","14","5716",140
"762","14","5721",426
"763","14","5733",4
"764","14","5744",11
"765","14","5770",105
"766","14","5772",37
"767","14","5791",55
"768","14","5802",7
"769","14","5815",7
"770","14","5816",83
"771","14","5821",92
"772","14","5822",47
"773","14","5840",389
"774","14","5841",19
"775","14","5842",44
"776","14","5843",50
"777","14","5849",42
"778","14","5853",31
"779","14","5857",19
"780","14","5858",240
"781","14","5859",21
"782","14","5865",352
"783","14","5866",66
"784","14","5870",39
"785","14","5893",88
"786","14","5894",147
"787","14","5899",63
"788","14","5910",66
"789","14","5913",190
"790","14","5918",12
"791","14","5919",114
"792","14","5921",929
"793","14","5922",191
"794","14","5926",88
"795","14","5933",68
"796","14","5936",34
"797","14","5940",25
"798","14","5941",1
"799","14","5942",7
"800","14","5943",228
"801","14","5944",121
"802","14","5945",24
"803","14","5949",258
"804","14","5950",158
"805","14","5958",83
"806","14","5960",70
"807","14","5968",1633
"808","14","5974",129
"809","14","5977",1
"810","14","5980",66
"811","14","5981",80
"812","14","5990",107
"813","14","6000",76
"814","14","6003",39
"815","14","6004",310
"816","14","6016",555
"817","14","6026",180
"818","14","6029",33
"819","14","6034",198
"820","14","6036",559
"821","14","6038",297
"822","14","6041",122
"823","14","6048",77
"824","14","6050",7
"825","14","6051",443
"826","14","6056",35
"827","14","6064",84
"828","14","6068",9
"829","14","6072",103
"830","14","6098",165
"831","14","6110",415
"832","14","6114",21
"833","14","6119",756
"834","14","6128",7404
"835","14","6130",21
"836","14","6139",569
"837","14","6148",6
"838","14","6150",11
"839","14","6164",96
"840","14","6175",57
"841","14","6176",2432
"842","14","6198",25
"843","14","6216",112
"844","14","6221",71
"845","14","6226",147
"846","14","6238",418
"847","14","6258",84
"848","14","6265",38
"849","14","6270",19
"850","14","6274",11
"851","14","6282",156
"852","14","6284",156
"853","14","6295",192
"854","14","6298",123
"855","14","6299",24
"856","14","6303",171
"857","14","6318",139
"858","14","6320",436
"859","14","6363",273
"860","14","6366",56
"861","14","6373",113
"862","14","6376",100
"863","14","6378",12
"864","14","6379",20
"865","14","6383",535
"866","14","6384",19
"867","14","6387",97
"868","14","6389",213
"869","14","6393",117
"870","14","6398",1
"871","14","6401",36
"872","14","6404",100
"873","14","6405",42
"874","14","6406",58
"875","14","6407",17
"876","14","6412",72
"877","14","6420",120
"878","14","6432",7
"879","14","6439",25
"880","14","6447",893
"881","14","6448",13
"882","14","6449",18
"883","14","6450",355
"884","14","6454",118
"885","14","6457",38
"886","14","6458",39
"887","14","6459",40
"888","14","6460",248
"889","14","6462",342
"890","14","6483",100
"891","14","6487",77
"892","14","6488",86
"893","14","6492",193
"894","14","6494",101
"895","14","6496",45
"896","14","6498",28
"897","14","6500",240
"898","14","6506",45
"899","14","6507",49
"900","14","6527",219
"901","14","6528",50
"902","14","6531",56
"903","14","6532",311
"904","14","6533",166
"905","14","6538",5
"906","14","6540",37
"907","14","6544",2859
"908","14","6552",545
"909","14","6557",1
"910","14","6559",75
"911","14","6563",113
"912","14","6572",91
"913","14","6601",57
"914","14","6620",89
"915","14","6631",9
"916","14","6636",4
"917","14","6639",51
"918","14","6641",4
"919","14","6649",48
"920","14","6652",214
"921","14","6660",226
"922","14","6667",180
"923","14","6679",7
"924","14","6685",37
"925","14","6689",143
"926","14","6717",554
"927","14","6733",128
"928","14","6738",25
"929","14","6746",84
"930","14","6779",46
"931","14","6780",54
"932","14","6782",59
"933","14","6785",17
"934","14","6792",400
"935","14","6797",1386
"936","14","6825",100
"937","14","6848",35
"938","14","6854",16
"939","14","6859",123
"940","14","6860",144
"941","14","6864",12
"942","14","6865",51
"943","14","6875",260
"944","14","6882",166
"945","14","6883",184
"946","14","6893",10
"947","14","6909",206
"948","14","6913",149
"949","14","6914",83
"950","14","6924",858
"951","14","6933",136
"952","14","6946",43
"953","14","6947",115
"954","14","6954",10
"955","14","6955",10
"956","14","6958",32
"957","14","6961",15
"958","14","6962",130
"959","14","6968",12
"960","14","6969",4
"961","14","6977",6
"962","14","6978",1
"963","14","6979",158
"964","14","6992",142
"965","14","7021",20
"966","14","7024",13
"967","14","7028",3
"968","14","7029",216
"969","14","7067",111
"970","14","7111",54
"971","14","7128",78
"972","14","7135",18
"973","14","7136",7
"974","14","7141",85
"975","14","7174",896
"976","14","7194",7
"977","14","7241",3
"978","14","7273",113
"979","14","7279",487
"980","14","7296",12
"981","14","7313",165
"982","14","7324",102
"983","14","7333",181
"984","14","7336",31
"985","14","7361",3
"986","14","7363",180
"987","14","7367",10
"988","14","7371",40
"989","14","7572",54
"990","14","7583",32
"991","14","7602",85
"992","14","7628",106
"993","15","4471",15
"994","15","4527",64
"995","15","4691",38
"996","15","4724",103
"997","15","4744",19
"998","15","4757",88
"999","15","4793",107
"1000","15","4796",20
"1001","15","4802",266
"1002","15","4806",107
"1003","15","4848",119
"1004","15","4889",58
"1005","15","4890",19
"1006","15","4893",112
"1007","15","4932",36
"1008","15","4942",30
"1009","15","4951",43
"1010","15","4954",107
"1011","15","4989",112
"1012","15","4992",288
"1013","15","5018",78
"1014","15","5032",965
"1015","15","5034",2
"1016","15","5038",103
"1017","15","5064",1
"1018","15","5090",42
"1019","15","5104",92
"1020","15","5116",129
"1021","15","5123",82
"1022","15","5131",56
"1023","15","5138",25
"1024","15","5162",171
"1025","15","5163",133
"1026","15","5168",24
"1027","15","5177",32
"1028","15","5188",830
"1029","15","5200",19
"1030","15","5206",97
"1031","15","5220",13
"1032","15","5257",120
"1033","15","5260",22
"1034","15","5264",152
"1035","15","5271",39
"1036","15","5273",97
"1037","15","5280",244
"1038","15","5296",31
"1039","15","5299",82
"1040","15","5304",8
"1041","15","5318",18
"1042","15","5326",262
"1043","15","5328",465
"1044","15","5333",291
"1045","15","5335",225
"1046","15","5339",245
"1047","15","5343",20
"1048","15","5347",2
"1049","15","5348",332
"1050","15","5354",32
"1051","15","5355",67
"1052","15","5357",13
"1053","15","5366",105
"1054","15","5398",272
"1055","15","5404",71
"1056","15","5406",60
"1057","15","5421",87
"1058","15","5422",154
"1059","15","5426",242
"1060","15","5427",73
"1061","15","5428",150
"1062","15","5430",91
"1063","15","5434",19
"1064","15","5449",608
"1065","15","5454",387
"1066","15","5460",62
"1067","15","5463",70
"1068","15","5464",37
"1069","15","5469",67
"1070","15","5477",18
"1071","15","5489",320
"1072","15","5502",74
"1073","15","5513",47
"1074","15","5528",75
"1075","15","5531",23
"1076","15","5536",57
"1077","15","5551",84
"1078","15","5554",398
"1079","15","5562",10
"1080","15","5578",145
"1081","15","5594",122
"1082","15","5596",357
"1083","15","5599",151
"1084","15","5614",171
"1085","15","5620",50
"1086","15","5634",154
"1087","15","5639",62
"1088","15","5642",2
"1089","15","5644",9
"1090","15","5656",7
"1091","15","5660",4
"1092","15","5664",207
"1093","15","5670",67
"1094","15","5699",61
"1095","15","5702",23
"1096","15","5703",47
"1097","15","5716",160
"1098","15","5721",55
"1099","15","5733",14
"1100","15","5744",11
"1101","15","5770",188
"1102","15","5772",21
"1103","15","5791",21
"1104","15","5802",7
"1105","15","5815",27
"1106","15","5816",4310
"1107","15","5821",12
"1108","15","5822",13
"1109","15","5840",179
"1110","15","5841",101
"1111","15","5842",55
"1112","15","5843",18
"1113","15","5849",61
"1114","15","5853",60
"1115","15","5857",44
"1116","15","5858",354
"1117","15","5859",146
"1118","15","5865",137
"1119","15","5866",13
"1120","15","5870",137
"1121","15","5893",187
"1122","15","5894",33
"1123","15","5899",109
"1124","15","5910",47
"1125","15","5913",444
"1126","15","5918",29
"1127","15","5919",29
"1128","15","5921",332
"1129","15","5922",82
"1130","15","5926",48
"1131","15","5933",8
"1132","15","5936",14
"1133","15","5940",45
"1134","15","5941",1820
"1135","15","5942",87
"1136","15","5943",149
"1137","15","5944",48
"1138","15","5945",79
"1139","15","5949",29
"1140","15","5950",47
"1141","15","5958",7
"1142","15","5960",102
"1143","15","5968",7792
"1144","15","5974",40
"1145","15","5977",50
"1146","15","5980",37
"1147","15","5981",80
"1148","15","5990",110
"1149","15","6000",102
"1150","15","6003",7
"1151","15","6004",164
"1152","15","6016",204
"1153","15","6026",65
"1154","15","6029",21
"1155","15","6034",68
"1156","15","6036",207
"1157","15","6038",130
"1158","15","6041",25
"1159","15","6048",17
"1160","15","6050",50
"1161","15","6051",134
"1162","15","6056",29
"1163","15","6064",15
"1164","15","6068",22
"1165","15","6072",3
"1166","15","6098",166
"1167","15","6110",338
"1168","15","6114",24
"1169","15","6119",187
"1170","15","6128",15177
"1171","15","6130",433
"1172","15","6139",51
"1173","15","6148",46
"1174","15","6150",11
"1175","15","6164",115
"1176","15","6175",88
"1177","15","6176",76
"1178","15","6198",173
"1179","15","6216",148
"1180","15","6221",4
"1181","15","6226",223
"1182","15","6227",43
"1183","15","6238",36
"1184","15","6258",39
"1185","15","6265",26
"1186","15","6270",52
"1187","15","6274",31
"1188","15","6282",7
"1189","15","6284",138
"1190","15","6295",32
"1191","15","6298",22
"1192","15","6299",93
"1193","15","6303",48
"1194","15","6318",159
"1195","15","6320",117
"1196","15","6363",68
"1197","15","6366",61
"1198","15","6373",32
"1199","15","6376",32
"1200","15","6378",13
"1201","15","6379",77
"1202","15","6383",208
"1203","15","6384",39
"1204","15","6387",98
"1205","15","6389",52
"1206","15","6393",41
"1207","15","6398",13
"1208","15","6401",46
"1209","15","6404",134
"1210","15","6405",236
"1211","15","6406",50
"1212","15","6407",27
"1213","15","6412",11
"1214","15","6420",15
"1215","15","6430",10
"1216","15","6432",4
"1217","15","6439",34
"1218","15","6447",2159
"1219","15","6448",54
"1220","15","6449",4
"1221","15","6450",96
"1222","15","6454",97
"1223","15","6457",97
"1224","15","6458",40
"1225","15","6459",79
"1226","15","6460",52
"1227","15","6462",56
"1228","15","6483",103
"1229","15","6487",157
"1230","15","6488",53
"1231","15","6492",68
"1232","15","6494",65
"1233","15","6496",13
"1234","15","6498",1
"1235","15","6500",117
"1236","15","6506",44
"1237","15","6507",162
"1238","15","6526",5
"1239","15","6527",209
"1240","15","6528",145
"1241","15","6531",29
"1242","15","6532",98
"1243","15","6533",106
"1244","15","6538",22
"1245","15","6540",27
"1246","15","6544",2881
"1247","15","6550",1
"1248","15","6552",150
"1249","15","6557",11
"1250","15","6559",60
"1251","15","6563",137
"1252","15","6565",1
"1253","15","6570",8
"1254","15","6572",90
"1255","15","6601",57
"1256","15","6620",66
"1257","15","6631",6
"1258","15","6636",58
"1259","15","6639",48
"1260","15","6641",19
"1261","15","6649",21
"1262","15","6652",66
"1263","15","6660",206
"1264","15","6667",24
"1265","15","6679",40
"1266","15","6685",51
"1267","15","6689",110
"1268","15","6705",10
"1269","15","6713",69
"1270","15","6717",154
"1271","15","6732",33
"1272","15","6733",35
"1273","15","6738",56
"1274","15","6746",21
"1275","15","6779",99
"1276","15","6780",17
"1277","15","6782",20
"1278","15","6785",17
"1279","15","6791",41
"1280","15","6792",144
"1281","15","6797",1571
"1282","15","6825",96
"1283","15","6848",32
"1284","15","6854",66
"1285","15","6859",78
"1286","15","6860",148
"1287","15","6864",15
"1288","15","6865",103
"1289","15","6875",19
"1290","15","6882",170
"1291","15","6883",74
"1292","15","6909",32
"1293","15","6913",126
"1294","15","6914",99
"1295","15","6924",149
"1296","15","6933",143
"1297","15","6946",16
"1298","15","6947",128
"1299","15","6954",35
"1300","15","6958",57
"1301","15","6961",48
"1302","15","6962",8
"1303","15","6968",17
"1304","15","6969",22
"1305","15","6977",20
"1306","15","6978",7
"1307","15","6979",350
"1308","15","6992",98
"1309","15","6995",55
"1310","15","7013",42
"1311","15","7021",20
"1312","15","7024",27
"1313","15","7028",94
"1314","15","7029",35
"1315","15","7067",18
"1316","15","7111",2
"1317","15","7128",123
"1318","15","7135",122
"1319","15","7136",17
"1320","15","7141",100
"1321","15","7174",247
"1322","15","7194",45
"1323","15","7241",15
"1324","15","7273",1
"1325","15","7279",224
"1326","15","7296",21
"1327","15","7313",43
"1328","15","7324",97
"1329","15","7325",54
"1330","15","7331",8
"1331","15","7333",642
"1332","15","7336",17
"1333","15","7361",41
"1334","15","7363",30
"1335","15","7367",9
"1336","15","7371",154
"1337","15","7572",28
"1338","15","7577",10
"1339","15","7583",7
"1340","15","7602",89
"1341","15","7628",8212
"1342","17","4471",3502
"1343","17","4527",1690
"1344","17","4691",506
"1345","17","4724",722
"1346","17","4744",54
"1347","17","4757",793
"1348","17","4793",8990
"1349","17","4796",1189
"1350","17","4802",1018
"1351","17","4806",777
"1352","17","4848",2281
"1353","17","4889",142
"1354","17","4890",429
"1355","17","4893",728
"1356","17","4932",1118
"1357","17","4942",341
"1358","17","4951",1233
