"event","metric","DOY","taxon","sample_size","frst_hrb","lst_hrb","est_duration"
"estimate","onset",111,"Acer glabrum",13,155,233,141
"estimate","tenth",140,"Acer glabrum",13,155,233,141
"estimate","fifty",188,"Acer glabrum",13,155,233,141
"estimate","ninety",224,"Acer glabrum",13,155,233,141
"estimate","end",252,"Acer glabrum",13,155,233,141
"low_ci","onset",88,"Acer glabrum",13,155,233,141
"low_ci","tenth",131,"Acer glabrum",13,155,233,141
"low_ci","fifty",175,"Acer glabrum",13,155,233,141
"low_ci","ninety",202,"Acer glabrum",13,155,233,141
"low_ci","end",216,"Acer glabrum",13,155,233,141
"high_ci","onset",129,"Acer glabrum",13,155,233,141
"high_ci","tenth",159,"Acer glabrum",13,155,233,141
"high_ci","fifty",200,"Acer glabrum",13,155,233,141
"high_ci","ninety",233,"Acer glabrum",13,155,233,141
"high_ci","end",259,"Acer glabrum",13,155,233,141
"estimate","onset",162,"Achillea millefolium",49,175,228,70
"estimate","tenth",184,"Achillea millefolium",49,175,228,70
"estimate","fifty",207,"Achillea millefolium",49,175,228,70
"estimate","ninety",222,"Achillea millefolium",49,175,228,70
"estimate","end",232,"Achillea millefolium",49,175,228,70
"low_ci","onset",150,"Achillea millefolium",49,175,228,70
"low_ci","tenth",178,"Achillea millefolium",49,175,228,70
"low_ci","fifty",203,"Achillea millefolium",49,175,228,70
"low_ci","ninety",219,"Achillea millefolium",49,175,228,70
"low_ci","end",228,"Achillea millefolium",49,175,228,70
"high_ci","onset",169,"Achillea millefolium",49,175,228,70
"high_ci","tenth",190,"Achillea millefolium",49,175,228,70
"high_ci","fifty",210,"Achillea millefolium",49,175,228,70
"high_ci","ninety",225,"Achillea millefolium",49,175,228,70
"high_ci","end",235,"Achillea millefolium",49,175,228,70
"estimate","onset",156,"Aconitum columbianum",53,174,226,73
"estimate","tenth",184,"Aconitum columbianum",53,174,226,73
"estimate","fifty",206,"Aconitum columbianum",53,174,226,73
"estimate","ninety",220,"Aconitum columbianum",53,174,226,73
"estimate","end",229,"Aconitum columbianum",53,174,226,73
"low_ci","onset",155,"Aconitum columbianum",53,174,226,73
"low_ci","tenth",180,"Aconitum columbianum",53,174,226,73
"low_ci","fifty",202,"Aconitum columbianum",53,174,226,73
"low_ci","ninety",216,"Aconitum columbianum",53,174,226,73
"low_ci","end",225,"Aconitum columbianum",53,174,226,73
"high_ci","onset",167,"Aconitum columbianum",53,174,226,73
"high_ci","tenth",188,"Aconitum columbianum",53,174,226,73
"high_ci","fifty",208,"Aconitum columbianum",53,174,226,73
"high_ci","ninety",223,"Aconitum columbianum",53,174,226,73
"high_ci","end",233,"Aconitum columbianum",53,174,226,73
"estimate","onset",115,"Actaea rubra",16,155,230,121
"estimate","tenth",144,"Actaea rubra",16,155,230,121
"estimate","fifty",190,"Actaea rubra",16,155,230,121
"estimate","ninety",220,"Actaea rubra",16,155,230,121
"estimate","end",236,"Actaea rubra",16,155,230,121
"low_ci","onset",98,"Actaea rubra",16,155,230,121
"low_ci","tenth",139,"Actaea rubra",16,155,230,121
"low_ci","fifty",179,"Actaea rubra",16,155,230,121
"low_ci","ninety",204,"Actaea rubra",16,155,230,121
"low_ci","end",216,"Actaea rubra",16,155,230,121
"high_ci","onset",130,"Actaea rubra",16,155,230,121
"high_ci","tenth",163,"Actaea rubra",16,155,230,121
"high_ci","fifty",200,"Actaea rubra",16,155,230,121
"high_ci","ninety",229,"Actaea rubra",16,155,230,121
"high_ci","end",250,"Actaea rubra",16,155,230,121
"estimate","onset",127,"Adenolinum lewisii",11,173,224,100
"estimate","tenth",165,"Adenolinum lewisii",11,173,224,100
"estimate","fifty",191,"Adenolinum lewisii",11,173,224,100
"estimate","ninety",214,"Adenolinum lewisii",11,173,224,100
"estimate","end",227,"Adenolinum lewisii",11,173,224,100
"low_ci","onset",120,"Adenolinum lewisii",11,173,224,100
"low_ci","tenth",154,"Adenolinum lewisii",11,173,224,100
"low_ci","fifty",183,"Adenolinum lewisii",11,173,224,100
"low_ci","ninety",196,"Adenolinum lewisii",11,173,224,100
"low_ci","end",201,"Adenolinum lewisii",11,173,224,100
"high_ci","onset",160,"Adenolinum lewisii",11,173,224,100
"high_ci","tenth",176,"Adenolinum lewisii",11,173,224,100
"high_ci","fifty",200,"Adenolinum lewisii",11,173,224,100
"high_ci","ninety",223,"Adenolinum lewisii",11,173,224,100
"high_ci","end",239,"Adenolinum lewisii",11,173,224,100
"estimate","onset",157,"Adoxa moschatellina",11,177,211,54
"estimate","tenth",177,"Adoxa moschatellina",11,177,211,54
"estimate","fifty",192,"Adoxa moschatellina",11,177,211,54
"estimate","ninety",204,"Adoxa moschatellina",11,177,211,54
"estimate","end",211,"Adoxa moschatellina",11,177,211,54
"low_ci","onset",146,"Adoxa moschatellina",11,177,211,54
"low_ci","tenth",169,"Adoxa moschatellina",11,177,211,54
"low_ci","fifty",188,"Adoxa moschatellina",11,177,211,54
"low_ci","ninety",196,"Adoxa moschatellina",11,177,211,54
"low_ci","end",201,"Adoxa moschatellina",11,177,211,54
"high_ci","onset",172,"Adoxa moschatellina",11,177,211,54
"high_ci","tenth",186,"Adoxa moschatellina",11,177,211,54
"high_ci","fifty",198,"Adoxa moschatellina",11,177,211,54
"high_ci","ninety",211,"Adoxa moschatellina",11,177,211,54
"high_ci","end",219,"Adoxa moschatellina",11,177,211,54
"estimate","onset",132,"Agastache urticifolia",18,178,234,111
"estimate","tenth",175,"Agastache urticifolia",18,178,234,111
"estimate","fifty",203,"Agastache urticifolia",18,178,234,111
"estimate","ninety",227,"Agastache urticifolia",18,178,234,111
"estimate","end",243,"Agastache urticifolia",18,178,234,111
"low_ci","onset",130,"Agastache urticifolia",18,178,234,111
"low_ci","tenth",167,"Agastache urticifolia",18,178,234,111
"low_ci","fifty",198,"Agastache urticifolia",18,178,234,111
"low_ci","ninety",213,"Agastache urticifolia",18,178,234,111
"low_ci","end",227,"Agastache urticifolia",18,178,234,111
"high_ci","onset",155,"Agastache urticifolia",18,178,234,111
"high_ci","tenth",182,"Agastache urticifolia",18,178,234,111
"high_ci","fifty",211,"Agastache urticifolia",18,178,234,111
"high_ci","ninety",234,"Agastache urticifolia",18,178,234,111
"high_ci","end",249,"Agastache urticifolia",18,178,234,111
"estimate","onset",151,"Agoseris aurantiaca",36,160,225,79
"estimate","tenth",182,"Agoseris aurantiaca",36,160,225,79
"estimate","fifty",205,"Agoseris aurantiaca",36,160,225,79
"estimate","ninety",221,"Agoseris aurantiaca",36,160,225,79
"estimate","end",230,"Agoseris aurantiaca",36,160,225,79
"low_ci","onset",144,"Agoseris aurantiaca",36,160,225,79
"low_ci","tenth",174,"Agoseris aurantiaca",36,160,225,79
"low_ci","fifty",199,"Agoseris aurantiaca",36,160,225,79
"low_ci","ninety",217,"Agoseris aurantiaca",36,160,225,79
"low_ci","end",226,"Agoseris aurantiaca",36,160,225,79
"high_ci","onset",166,"Agoseris aurantiaca",36,160,225,79
"high_ci","tenth",187,"Agoseris aurantiaca",36,160,225,79
"high_ci","fifty",208,"Agoseris aurantiaca",36,160,225,79
"high_ci","ninety",224,"Agoseris aurantiaca",36,160,225,79
"high_ci","end",234,"Agoseris aurantiaca",36,160,225,79
"estimate","onset",154,"Agoseris glauca",56,151,231,82
"estimate","tenth",182,"Agoseris glauca",56,151,231,82
"estimate","fifty",209,"Agoseris glauca",56,151,231,82
"estimate","ninety",225,"Agoseris glauca",56,151,231,82
"estimate","end",236,"Agoseris glauca",56,151,231,82
"low_ci","onset",139,"Agoseris glauca",56,151,231,82
"low_ci","tenth",173,"Agoseris glauca",56,151,231,82
"low_ci","fifty",202,"Agoseris glauca",56,151,231,82
"low_ci","ninety",222,"Agoseris glauca",56,151,231,82
"low_ci","end",232,"Agoseris glauca",56,151,231,82
"high_ci","onset",167,"Agoseris glauca",56,151,231,82
"high_ci","tenth",190,"Agoseris glauca",56,151,231,82
"high_ci","fifty",211,"Agoseris glauca",56,151,231,82
"high_ci","ninety",228,"Agoseris glauca",56,151,231,82
"high_ci","end",241,"Agoseris glauca",56,151,231,82
"estimate","onset",150,"Allium geyeri",22,163,203,59
"estimate","tenth",169,"Allium geyeri",22,163,203,59
"estimate","fifty",189,"Allium geyeri",22,163,203,59
"estimate","ninety",202,"Allium geyeri",22,163,203,59
"estimate","end",209,"Allium geyeri",22,163,203,59
"low_ci","onset",141,"Allium geyeri",22,163,203,59
"low_ci","tenth",164,"Allium geyeri",22,163,203,59
"low_ci","fifty",185,"Allium geyeri",22,163,203,59
"low_ci","ninety",198,"Allium geyeri",22,163,203,59
"low_ci","end",204,"Allium geyeri",22,163,203,59
"high_ci","onset",162,"Allium geyeri",22,163,203,59
"high_ci","tenth",180,"Allium geyeri",22,163,203,59
"high_ci","fifty",193,"Allium geyeri",22,163,203,59
"high_ci","ninety",204,"Allium geyeri",22,163,203,59
"high_ci","end",212,"Allium geyeri",22,163,203,59
"estimate","onset",125,"Alnus incana",19,155,249,127
"estimate","tenth",162,"Alnus incana",19,155,249,127
"estimate","fifty",203,"Alnus incana",19,155,249,127
"estimate","ninety",232,"Alnus incana",19,155,249,127
"estimate","end",252,"Alnus incana",19,155,249,127
"low_ci","onset",107,"Alnus incana",19,155,249,127
"low_ci","tenth",148,"Alnus incana",19,155,249,127
"low_ci","fifty",193,"Alnus incana",19,155,249,127
"low_ci","ninety",221,"Alnus incana",19,155,249,127
"low_ci","end",235,"Alnus incana",19,155,249,127
"high_ci","onset",153,"Alnus incana",19,155,249,127
"high_ci","tenth",181,"Alnus incana",19,155,249,127
"high_ci","fifty",213,"Alnus incana",19,155,249,127
"high_ci","ninety",244,"Alnus incana",19,155,249,127
"high_ci","end",265,"Alnus incana",19,155,249,127
"estimate","onset",113,"Amelanchier alnifolia",16,155,215,111
"estimate","tenth",154,"Amelanchier alnifolia",16,155,215,111
"estimate","fifty",187,"Amelanchier alnifolia",16,155,215,111
"estimate","ninety",209,"Amelanchier alnifolia",16,155,215,111
"estimate","end",224,"Amelanchier alnifolia",16,155,215,111
"low_ci","onset",108,"Amelanchier alnifolia",16,155,215,111
"low_ci","tenth",144,"Amelanchier alnifolia",16,155,215,111
"low_ci","fifty",178,"Amelanchier alnifolia",16,155,215,111
"low_ci","ninety",197,"Amelanchier alnifolia",16,155,215,111
"low_ci","end",209,"Amelanchier alnifolia",16,155,215,111
"high_ci","onset",135,"Amelanchier alnifolia",16,155,215,111
"high_ci","tenth",164,"Amelanchier alnifolia",16,155,215,111
"high_ci","fifty",194,"Amelanchier alnifolia",16,155,215,111
"high_ci","ninety",218,"Amelanchier alnifolia",16,155,215,111
"high_ci","end",231,"Amelanchier alnifolia",16,155,215,111
"estimate","onset",164,"Anaphalis margaritacea",26,171,231,74
"estimate","tenth",192,"Anaphalis margaritacea",26,171,231,74
"estimate","fifty",211,"Anaphalis margaritacea",26,171,231,74
"estimate","ninety",229,"Anaphalis margaritacea",26,171,231,74
"estimate","end",238,"Anaphalis margaritacea",26,171,231,74
"low_ci","onset",150,"Anaphalis margaritacea",26,171,231,74
"low_ci","tenth",180,"Anaphalis margaritacea",26,171,231,74
"low_ci","fifty",207,"Anaphalis margaritacea",26,171,231,74
"low_ci","ninety",224,"Anaphalis margaritacea",26,171,231,74
"low_ci","end",232,"Anaphalis margaritacea",26,171,231,74
"high_ci","onset",177,"Anaphalis margaritacea",26,171,231,74
"high_ci","tenth",199,"Anaphalis margaritacea",26,171,231,74
"high_ci","fifty",217,"Anaphalis margaritacea",26,171,231,74
"high_ci","ninety",231,"Anaphalis margaritacea",26,171,231,74
"high_ci","end",242,"Anaphalis margaritacea",26,171,231,74
"estimate","onset",127,"Androsace septentrionalis",78,151,230,102
"estimate","tenth",159,"Androsace septentrionalis",78,151,230,102
"estimate","fifty",192,"Androsace septentrionalis",78,151,230,102
"estimate","ninety",216,"Androsace septentrionalis",78,151,230,102
"estimate","end",229,"Androsace septentrionalis",78,151,230,102
"low_ci","onset",122,"Androsace septentrionalis",78,151,230,102
"low_ci","tenth",156,"Androsace septentrionalis",78,151,230,102
"low_ci","fifty",188,"Androsace septentrionalis",78,151,230,102
"low_ci","ninety",210,"Androsace septentrionalis",78,151,230,102
"low_ci","end",224,"Androsace septentrionalis",78,151,230,102
"high_ci","onset",135,"Androsace septentrionalis",78,151,230,102
"high_ci","tenth",165,"Androsace septentrionalis",78,151,230,102
"high_ci","fifty",196,"Androsace septentrionalis",78,151,230,102
"high_ci","ninety",220,"Androsace septentrionalis",78,151,230,102
"high_ci","end",235,"Androsace septentrionalis",78,151,230,102
"estimate","onset",136,"Anemone multifida",34,151,213,76
"estimate","tenth",163,"Anemone multifida",34,151,213,76
"estimate","fifty",185,"Anemone multifida",34,151,213,76
"estimate","ninety",202,"Anemone multifida",34,151,213,76
"estimate","end",212,"Anemone multifida",34,151,213,76
"low_ci","onset",124,"Anemone multifida",34,151,213,76
"low_ci","tenth",155,"Anemone multifida",34,151,213,76
"low_ci","fifty",180,"Anemone multifida",34,151,213,76
"low_ci","ninety",197,"Anemone multifida",34,151,213,76
"low_ci","end",205,"Anemone multifida",34,151,213,76
"high_ci","onset",147,"Anemone multifida",34,151,213,76
"high_ci","tenth",168,"Anemone multifida",34,151,213,76
"high_ci","fifty",189,"Anemone multifida",34,151,213,76
"high_ci","ninety",207,"Anemone multifida",34,151,213,76
"high_ci","end",218,"Anemone multifida",34,151,213,76
"estimate","onset",151,"Anemone narcissiflora",35,172,223,66
"estimate","tenth",174,"Anemone narcissiflora",35,172,223,66
"estimate","fifty",193,"Anemone narcissiflora",35,172,223,66
"estimate","ninety",208,"Anemone narcissiflora",35,172,223,66
"estimate","end",217,"Anemone narcissiflora",35,172,223,66
"low_ci","onset",142,"Anemone narcissiflora",35,172,223,66
"low_ci","tenth",168,"Anemone narcissiflora",35,172,223,66
"low_ci","fifty",191,"Anemone narcissiflora",35,172,223,66
"low_ci","ninety",203,"Anemone narcissiflora",35,172,223,66
"low_ci","end",208,"Anemone narcissiflora",35,172,223,66
"high_ci","onset",165,"Anemone narcissiflora",35,172,223,66
"high_ci","tenth",180,"Anemone narcissiflora",35,172,223,66
"high_ci","fifty",198,"Anemone narcissiflora",35,172,223,66
"high_ci","ninety",213,"Anemone narcissiflora",35,172,223,66
"high_ci","end",223,"Anemone narcissiflora",35,172,223,66
"estimate","onset",174,"Angelica grayi",39,193,236,64
"estimate","tenth",195,"Angelica grayi",39,193,236,64
"estimate","fifty",216,"Angelica grayi",39,193,236,64
"estimate","ninety",230,"Angelica grayi",39,193,236,64
"estimate","end",238,"Angelica grayi",39,193,236,64
"low_ci","onset",166,"Angelica grayi",39,193,236,64
"low_ci","tenth",190,"Angelica grayi",39,193,236,64
"low_ci","fifty",212,"Angelica grayi",39,193,236,64
"low_ci","ninety",226,"Angelica grayi",39,193,236,64
"low_ci","end",234,"Angelica grayi",39,193,236,64
"high_ci","onset",183,"Angelica grayi",39,193,236,64
"high_ci","tenth",202,"Angelica grayi",39,193,236,64
"high_ci","fifty",219,"Angelica grayi",39,193,236,64
"high_ci","ninety",232,"Angelica grayi",39,193,236,64
"high_ci","end",241,"Angelica grayi",39,193,236,64
"estimate","onset",125,"Antennaria anaphaloides",16,171,227,107
"estimate","tenth",151,"Antennaria anaphaloides",16,171,227,107
"estimate","fifty",188,"Antennaria anaphaloides",16,171,227,107
"estimate","ninety",215,"Antennaria anaphaloides",16,171,227,107
"estimate","end",232,"Antennaria anaphaloides",16,171,227,107
"low_ci","onset",112,"Antennaria anaphaloides",16,171,227,107
"low_ci","tenth",148,"Antennaria anaphaloides",16,171,227,107
"low_ci","fifty",182,"Antennaria anaphaloides",16,171,227,107
"low_ci","ninety",195,"Antennaria anaphaloides",16,171,227,107
"low_ci","end",202,"Antennaria anaphaloides",16,171,227,107
"high_ci","onset",150,"Antennaria anaphaloides",16,171,227,107
"high_ci","tenth",169,"Antennaria anaphaloides",16,171,227,107
"high_ci","fifty",198,"Antennaria anaphaloides",16,171,227,107
"high_ci","ninety",226,"Antennaria anaphaloides",16,171,227,107
"high_ci","end",244,"Antennaria anaphaloides",16,171,227,107
"estimate","onset",146,"Antennaria corymbosa",29,168,225,77
"estimate","tenth",170,"Antennaria corymbosa",29,168,225,77
"estimate","fifty",195,"Antennaria corymbosa",29,168,225,77
"estimate","ninety",212,"Antennaria corymbosa",29,168,225,77
"estimate","end",223,"Antennaria corymbosa",29,168,225,77
"low_ci","onset",138,"Antennaria corymbosa",29,168,225,77
"low_ci","tenth",166,"Antennaria corymbosa",29,168,225,77
"low_ci","fifty",192,"Antennaria corymbosa",29,168,225,77
"low_ci","ninety",207,"Antennaria corymbosa",29,168,225,77
"low_ci","end",214,"Antennaria corymbosa",29,168,225,77
"high_ci","onset",162,"Antennaria corymbosa",29,168,225,77
"high_ci","tenth",181,"Antennaria corymbosa",29,168,225,77
"high_ci","fifty",200,"Antennaria corymbosa",29,168,225,77
"high_ci","ninety",217,"Antennaria corymbosa",29,168,225,77
"high_ci","end",229,"Antennaria corymbosa",29,168,225,77
"estimate","onset",152,"Antennaria media",35,170,231,83
"estimate","tenth",184,"Antennaria media",35,170,231,83
"estimate","fifty",209,"Antennaria media",35,170,231,83
"estimate","ninety",225,"Antennaria media",35,170,231,83
"estimate","end",235,"Antennaria media",35,170,231,83
"low_ci","onset",145,"Antennaria media",35,170,231,83
"low_ci","tenth",176,"Antennaria media",35,170,231,83
"low_ci","fifty",204,"Antennaria media",35,170,231,83
"low_ci","ninety",221,"Antennaria media",35,170,231,83
"low_ci","end",230,"Antennaria media",35,170,231,83
"high_ci","onset",171,"Antennaria media",35,170,231,83
"high_ci","tenth",193,"Antennaria media",35,170,231,83
"high_ci","fifty",213,"Antennaria media",35,170,231,83
"high_ci","ninety",228,"Antennaria media",35,170,231,83
"high_ci","end",241,"Antennaria media",35,170,231,83
"estimate","onset",139,"Antennaria microphylla",38,162,226,88
"estimate","tenth",173,"Antennaria microphylla",38,162,226,88
"estimate","fifty",199,"Antennaria microphylla",38,162,226,88
"estimate","ninety",216,"Antennaria microphylla",38,162,226,88
"estimate","end",227,"Antennaria microphylla",38,162,226,88
"low_ci","onset",132,"Antennaria microphylla",38,162,226,88
"low_ci","tenth",165,"Antennaria microphylla",38,162,226,88
"low_ci","fifty",192,"Antennaria microphylla",38,162,226,88
"low_ci","ninety",212,"Antennaria microphylla",38,162,226,88
"low_ci","end",223,"Antennaria microphylla",38,162,226,88
"high_ci","onset",154,"Antennaria microphylla",38,162,226,88
"high_ci","tenth",178,"Antennaria microphylla",38,162,226,88
"high_ci","fifty",202,"Antennaria microphylla",38,162,226,88
"high_ci","ninety",221,"Antennaria microphylla",38,162,226,88
"high_ci","end",233,"Antennaria microphylla",38,162,226,88
"estimate","onset",119,"Antennaria parvifolia",27,151,218,106
"estimate","tenth",155,"Antennaria parvifolia",27,151,218,106
"estimate","fifty",183,"Antennaria parvifolia",27,151,218,106
"estimate","ninety",209,"Antennaria parvifolia",27,151,218,106
"estimate","end",225,"Antennaria parvifolia",27,151,218,106
"low_ci","onset",108,"Antennaria parvifolia",27,151,218,106
"low_ci","tenth",145,"Antennaria parvifolia",27,151,218,106
"low_ci","fifty",177,"Antennaria parvifolia",27,151,218,106
"low_ci","ninety",200,"Antennaria parvifolia",27,151,218,106
"low_ci","end",213,"Antennaria parvifolia",27,151,218,106
"high_ci","onset",132,"Antennaria parvifolia",27,151,218,106
"high_ci","tenth",160,"Antennaria parvifolia",27,151,218,106
"high_ci","fifty",191,"Antennaria parvifolia",27,151,218,106
"high_ci","ninety",215,"Antennaria parvifolia",27,151,218,106
"high_ci","end",230,"Antennaria parvifolia",27,151,218,106
"estimate","onset",134,"Antennaria rosea",73,151,228,96
"estimate","tenth",164,"Antennaria rosea",73,151,228,96
"estimate","fifty",194,"Antennaria rosea",73,151,228,96
"estimate","ninety",215,"Antennaria rosea",73,151,228,96
"estimate","end",230,"Antennaria rosea",73,151,228,96
"low_ci","onset",128,"Antennaria rosea",73,151,228,96
"low_ci","tenth",161,"Antennaria rosea",73,151,228,96
"low_ci","fifty",190,"Antennaria rosea",73,151,228,96
"low_ci","ninety",211,"Antennaria rosea",73,151,228,96
"low_ci","end",223,"Antennaria rosea",73,151,228,96
"high_ci","onset",143,"Antennaria rosea",73,151,228,96
"high_ci","tenth",170,"Antennaria rosea",73,151,228,96
"high_ci","fifty",198,"Antennaria rosea",73,151,228,96
"high_ci","ninety",219,"Antennaria rosea",73,151,228,96
"high_ci","end",232,"Antennaria rosea",73,151,228,96
"estimate","onset",152,"Antennaria umbrinella",23,174,222,74
"estimate","tenth",179,"Antennaria umbrinella",23,174,222,74
"estimate","fifty",202,"Antennaria umbrinella",23,174,222,74
"estimate","ninety",219,"Antennaria umbrinella",23,174,222,74
"estimate","end",226,"Antennaria umbrinella",23,174,222,74
"low_ci","onset",140,"Antennaria umbrinella",23,174,222,74
"low_ci","tenth",170,"Antennaria umbrinella",23,174,222,74
"low_ci","fifty",196,"Antennaria umbrinella",23,174,222,74
"low_ci","ninety",211,"Antennaria umbrinella",23,174,222,74
"low_ci","end",221,"Antennaria umbrinella",23,174,222,74
"high_ci","onset",168,"Antennaria umbrinella",23,174,222,74
"high_ci","tenth",187,"Antennaria umbrinella",23,174,222,74
"high_ci","fifty",207,"Antennaria umbrinella",23,174,222,74
"high_ci","ninety",222,"Antennaria umbrinella",23,174,222,74
"high_ci","end",232,"Antennaria umbrinella",23,174,222,74
"estimate","onset",148,"Aquilegia coerulea",36,172,224,76
"estimate","tenth",168,"Aquilegia coerulea",36,172,224,76
"estimate","fifty",196,"Aquilegia coerulea",36,172,224,76
"estimate","ninety",213,"Aquilegia coerulea",36,172,224,76
"estimate","end",224,"Aquilegia coerulea",36,172,224,76
"low_ci","onset",135,"Aquilegia coerulea",36,172,224,76
"low_ci","tenth",164,"Aquilegia coerulea",36,172,224,76
"low_ci","fifty",190,"Aquilegia coerulea",36,172,224,76
"low_ci","ninety",207,"Aquilegia coerulea",36,172,224,76
"low_ci","end",217,"Aquilegia coerulea",36,172,224,76
"high_ci","onset",153,"Aquilegia coerulea",36,172,224,76
"high_ci","tenth",177,"Aquilegia coerulea",36,172,224,76
"high_ci","fifty",199,"Aquilegia coerulea",36,172,224,76
"high_ci","ninety",218,"Aquilegia coerulea",36,172,224,76
"high_ci","end",230,"Aquilegia coerulea",36,172,224,76
"estimate","onset",127,"Aquilegia elegantula",31,155,220,86
"estimate","tenth",153,"Aquilegia elegantula",31,155,220,86
"estimate","fifty",181,"Aquilegia elegantula",31,155,220,86
"estimate","ninety",200,"Aquilegia elegantula",31,155,220,86
"estimate","end",213,"Aquilegia elegantula",31,155,220,86
"low_ci","onset",119,"Aquilegia elegantula",31,155,220,86
"low_ci","tenth",149,"Aquilegia elegantula",31,155,220,86
"low_ci","fifty",178,"Aquilegia elegantula",31,155,220,86
"low_ci","ninety",191,"Aquilegia elegantula",31,155,220,86
"low_ci","end",196,"Aquilegia elegantula",31,155,220,86
"high_ci","onset",149,"Aquilegia elegantula",31,155,220,86
"high_ci","tenth",167,"Aquilegia elegantula",31,155,220,86
"high_ci","fifty",185,"Aquilegia elegantula",31,155,220,86
"high_ci","ninety",206,"Aquilegia elegantula",31,155,220,86
"high_ci","end",220,"Aquilegia elegantula",31,155,220,86
"estimate","onset",133,"Arabis drummondii",10,184,223,92
"estimate","tenth",164,"Arabis drummondii",10,184,223,92
"estimate","fifty",197,"Arabis drummondii",10,184,223,92
"estimate","ninety",212,"Arabis drummondii",10,184,223,92
"estimate","end",225,"Arabis drummondii",10,184,223,92
"low_ci","onset",133,"Arabis drummondii",10,184,223,92
"low_ci","tenth",164,"Arabis drummondii",10,184,223,92
"low_ci","fifty",189,"Arabis drummondii",10,184,223,92
"low_ci","ninety",198,"Arabis drummondii",10,184,223,92
"low_ci","end",201,"Arabis drummondii",10,184,223,92
"high_ci","onset",170,"Arabis drummondii",10,184,223,92
"high_ci","tenth",183,"Arabis drummondii",10,184,223,92
"high_ci","fifty",204,"Arabis drummondii",10,184,223,92
"high_ci","ninety",224,"Arabis drummondii",10,184,223,92
"high_ci","end",236,"Arabis drummondii",10,184,223,92
"estimate","onset",125,"Arctostaphylos uva-ursi",22,152,247,127
"estimate","tenth",160,"Arctostaphylos uva-ursi",22,152,247,127
"estimate","fifty",204,"Arctostaphylos uva-ursi",22,152,247,127
"estimate","ninety",233,"Arctostaphylos uva-ursi",22,152,247,127
"estimate","end",252,"Arctostaphylos uva-ursi",22,152,247,127
"low_ci","onset",107,"Arctostaphylos uva-ursi",22,152,247,127
"low_ci","tenth",150,"Arctostaphylos uva-ursi",22,152,247,127
"low_ci","fifty",195,"Arctostaphylos uva-ursi",22,152,247,127
"low_ci","ninety",223,"Arctostaphylos uva-ursi",22,152,247,127
"low_ci","end",240,"Arctostaphylos uva-ursi",22,152,247,127
"high_ci","onset",145,"Arctostaphylos uva-ursi",22,152,247,127
"high_ci","tenth",180,"Arctostaphylos uva-ursi",22,152,247,127
"high_ci","fifty",214,"Arctostaphylos uva-ursi",22,152,247,127
"high_ci","ninety",242,"Arctostaphylos uva-ursi",22,152,247,127
"high_ci","end",263,"Arctostaphylos uva-ursi",22,152,247,127
"estimate","onset",159,"Arenaria lanuginosa",17,180,231,80
"estimate","tenth",190,"Arenaria lanuginosa",17,180,231,80
"estimate","fifty",211,"Arenaria lanuginosa",17,180,231,80
"estimate","ninety",226,"Arenaria lanuginosa",17,180,231,80
"estimate","end",239,"Arenaria lanuginosa",17,180,231,80
"low_ci","onset",146,"Arenaria lanuginosa",17,180,231,80
"low_ci","tenth",176,"Arenaria lanuginosa",17,180,231,80
"low_ci","fifty",205,"Arenaria lanuginosa",17,180,231,80
"low_ci","ninety",222,"Arenaria lanuginosa",17,180,231,80
"low_ci","end",229,"Arenaria lanuginosa",17,180,231,80
"high_ci","onset",180,"Arenaria lanuginosa",17,180,231,80
"high_ci","tenth",199,"Arenaria lanuginosa",17,180,231,80
"high_ci","fifty",217,"Arenaria lanuginosa",17,180,231,80
"high_ci","ninety",232,"Arenaria lanuginosa",17,180,231,80
"high_ci","end",244,"Arenaria lanuginosa",17,180,231,80
"estimate","onset",174,"Arnica chamissonis",15,196,233,65
"estimate","tenth",198,"Arnica chamissonis",15,196,233,65
"estimate","fifty",218,"Arnica chamissonis",15,196,233,65
"estimate","ninety",232,"Arnica chamissonis",15,196,233,65
"estimate","end",239,"Arnica chamissonis",15,196,233,65
"low_ci","onset",162,"Arnica chamissonis",15,196,233,65
"low_ci","tenth",190,"Arnica chamissonis",15,196,233,65
"low_ci","fifty",213,"Arnica chamissonis",15,196,233,65
"low_ci","ninety",224,"Arnica chamissonis",15,196,233,65
"low_ci","end",232,"Arnica chamissonis",15,196,233,65
"high_ci","onset",191,"Arnica chamissonis",15,196,233,65
"high_ci","tenth",208,"Arnica chamissonis",15,196,233,65
"high_ci","fifty",223,"Arnica chamissonis",15,196,233,65
"high_ci","ninety",234,"Arnica chamissonis",15,196,233,65
"high_ci","end",242,"Arnica chamissonis",15,196,233,65
"estimate","onset",130,"Arnica cordifolia",67,152,225,98
"estimate","tenth",160,"Arnica cordifolia",67,152,225,98
"estimate","fifty",192,"Arnica cordifolia",67,152,225,98
"estimate","ninety",215,"Arnica cordifolia",67,152,225,98
"estimate","end",228,"Arnica cordifolia",67,152,225,98
"low_ci","onset",122,"Arnica cordifolia",67,152,225,98
"low_ci","tenth",156,"Arnica cordifolia",67,152,225,98
"low_ci","fifty",187,"Arnica cordifolia",67,152,225,98
"low_ci","ninety",211,"Arnica cordifolia",67,152,225,98
"low_ci","end",225,"Arnica cordifolia",67,152,225,98
"high_ci","onset",138,"Arnica cordifolia",67,152,225,98
"high_ci","tenth",167,"Arnica cordifolia",67,152,225,98
